,FTSE100_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
514,FTSE100_i,6929.3,6920.4,6911.9,6929.4,6920.65,6920.566666666666,6920.525,6922.749999999999,5998,2021-04-09 16:00:00
515,FTSE100_i,6920.4,6936.5,6917.2,6936.9,6927.049999999999,6930.2,6931.775,6927.75,2287,2021-04-09 20:00:00
516,FTSE100_i,6931.3,6919.2,6908.7,6934.3,6921.5,6920.733333333334,6920.35,6923.375,1982,2021-04-12 00:00:00
517,FTSE100_i,6919.4,6899.2,6897.5,6920.5,6909.0,6905.733333333334,6904.1,6909.15,2788,2021-04-12 04:00:00
518,FTSE100_i,6899.0,6878.8,6853.6,6909.9,6881.75,6880.766666666666,6880.275,6885.325,8081,2021-04-12 08:00:00
519,FTSE100_i,6879.2,6898.1,6874.7,6902.4,6888.549999999999,6891.733333333333,6893.324999999999,6888.599999999999,5935,2021-04-12 12:00:00
520,FTSE100_i,6898.4,6896.5,6883.2,6909.9,6896.549999999999,6896.533333333333,6896.525,6897.0,6786,2021-04-12 16:00:00
521,FTSE100_i,6896.5,6896.4,6884.5,6900.2,6892.35,6893.7,6894.375,6894.4,2728,2021-04-12 20:00:00
522,FTSE100_i,6893.8,6892.6,6890.4,6899.5,6894.95,6894.166666666667,6893.775,6894.075,1118,2021-04-13 00:00:00
523,FTSE100_i,6892.6,6893.4,6888.9,6900.9,6894.9,6894.399999999999,6894.15,6893.949999999999,2825,2021-04-13 04:00:00
524,FTSE100_i,6893.9,6883.4,6873.9,6896.4,6885.15,6884.566666666666,6884.275,6886.9,6758,2021-04-13 08:00:00
525,FTSE100_i,6883.4,6886.9,6857.9,6890.9,6874.4,6878.566666666666,6880.65,6879.775,6487,2021-04-13 12:00:00
526,FTSE100_i,6886.9,6885.4,6871.9,6895.1,6883.5,6884.133333333334,6884.450000000001,6884.825000000001,6938,2021-04-13 16:00:00
527,FTSE100_i,6885.4,6894.4,6884.9,6898.4,6891.65,6892.566666666666,6893.025,6890.775,2711,2021-04-13 20:00:00
528,FTSE100_i,6891.3,6886.4,6881.7,6891.3,6886.5,6886.466666666667,6886.450000000001,6887.675,1002,2021-04-14 00:00:00
529,FTSE100_i,6886.5,6896.5,6886.4,6897.9,6892.15,6893.599999999999,6894.325,6891.825,2391,2021-04-14 04:00:00
530,FTSE100_i,6896.9,6901.9,6883.9,6904.4,6894.15,6896.733333333333,6898.025,6896.775,5803,2021-04-14 08:00:00
531,FTSE100_i,6902.0,6907.9,6895.5,6919.5,6907.5,6907.633333333334,6907.700000000001,6906.225,5108,2021-04-14 12:00:00
532,FTSE100_i,6907.5,6937.9,6905.9,6943.9,6924.9,6929.233333333333,6931.4,6923.799999999999,7137,2021-04-14 16:00:00
533,FTSE100_i,6937.9,6928.2,6917.9,6942.4,6930.15,6929.5,6929.175,6931.6,4109,2021-04-14 20:00:00
534,FTSE100_i,6925.6,6934.4,6918.1,6936.7,6927.4,6929.733333333333,6930.9,6928.699999999999,1277,2021-04-15 00:00:00
535,FTSE100_i,6934.3,6941.6,6928.7,6942.7,6935.7,6937.666666666667,6938.65,6936.825,3089,2021-04-15 04:00:00
536,FTSE100_i,6941.5,6972.2,6938.7,6983.1,6960.9,6964.666666666667,6966.55,6958.875,6693,2021-04-15 08:00:00
537,FTSE100_i,6972.2,6981.2,6951.2,6982.7,6966.95,6971.7,6974.075,6971.825,6341,2021-04-15 12:00:00
538,FTSE100_i,6981.2,6999.2,6969.2,7000.7,6984.95,6989.7,6992.075,6987.575,5768,2021-04-15 16:00:00
539,FTSE100_i,6999.2,6995.5,6989.8,7000.7,6995.25,6995.333333333333,6995.375,6996.3,2803,2021-04-15 20:00:00
540,FTSE100_i,6991.6,6987.7,6987.2,6995.7,6991.45,6990.2,6989.575,6990.549999999999,1009,2021-04-16 00:00:00
541,FTSE100_i,6987.7,6989.7,6983.3,6991.7,6987.5,6988.233333333334,6988.6,6988.1,2907,2021-04-16 04:00:00
542,FTSE100_i,6989.5,7014.7,6988.3,7024.5,7006.4,7009.166666666667,7010.55,7004.25,6704,2021-04-16 08:00:00
543,FTSE100_i,7014.7,7024.2,7009.7,7036.2,7022.95,7023.366666666666,7023.575,7021.2,6711,2021-04-16 12:00:00
544,FTSE100_i,7024.7,7017.4,7004.2,7025.7,7014.95,7015.766666666666,7016.174999999999,7018.0,6292,2021-04-16 16:00:00
545,FTSE100_i,7017.7,7026.9,7016.2,7031.2,7023.7,7024.766666666666,7025.299999999999,7023.0,2165,2021-04-16 20:00:00
546,FTSE100_i,7012.6,7016.2,7005.7,7019.7,7012.7,7013.866666666666,7014.45,7013.549999999999,1758,2021-04-19 00:00:00
547,FTSE100_i,7016.3,7015.2,7010.2,7023.7,7016.95,7016.366666666666,7016.075,7016.349999999999,2274,2021-04-19 04:00:00
548,FTSE100_i,7015.3,7034.2,6995.2,7038.8,7017.0,7022.733333333334,7025.6,7020.875,7367,2021-04-19 08:00:00
549,FTSE100_i,7034.2,7012.7,7004.3,7037.7,7021.0,7018.233333333334,7016.85,7022.225,5978,2021-04-19 12:00:00
550,FTSE100_i,7012.9,6987.6,6977.2,7014.7,6995.95,6993.166666666667,6991.775,6998.1,8992,2021-04-19 16:00:00
551,FTSE100_i,6987.8,6993.6,6982.1,6994.3,6988.200000000001,6990.0,6990.9,6989.45,4031,2021-04-19 20:00:00
552,FTSE100_i,6989.5,6993.5,6989.5,7000.7,6995.1,6994.566666666667,6994.3,6993.3,1428,2021-04-20 00:00:00
553,FTSE100_i,6993.2,6998.9,6991.9,7007.5,6999.7,6999.433333333333,6999.299999999999,6997.875,2933,2021-04-20 04:00:00
554,FTSE100_i,6998.9,6963.6,6956.8,7004.6,6980.700000000001,6975.0,6972.15,6980.975,7683,2021-04-20 08:00:00
555,FTSE100_i,6963.7,6916.2,6904.7,6964.2,6934.45,6928.366666666666,6925.325,6937.2,7657,2021-04-20 12:00:00
556,FTSE100_i,6916.7,6873.3,6851.1,6926.2,6888.65,6883.533333333333,6880.974999999999,6891.825,9586,2021-04-20 16:00:00
557,FTSE100_i,6873.3,6874.7,6859.6,6881.6,6870.6,6871.966666666667,6872.650000000001,6872.3,3881,2021-04-20 20:00:00
558,FTSE100_i,6867.0,6870.8,6864.0,6877.3,6870.65,6870.7,6870.724999999999,6869.775,2031,2021-04-21 00:00:00
559,FTSE100_i,6870.8,6860.1,6840.3,6872.1,6856.200000000001,6857.5,6858.15,6860.825,4336,2021-04-21 04:00:00
560,FTSE100_i,6860.1,6879.3,6855.1,6907.8,6881.450000000001,6880.733333333334,6880.375,6875.575000000001,8787,2021-04-21 08:00:00
561,FTSE100_i,6879.6,6864.1,6861.1,6900.6,6880.85,6875.266666666667,6872.475,6876.35,7738,2021-04-21 12:00:00
562,FTSE100_i,6864.2,6914.3,6862.1,6915.9,6889.0,6897.433333333333,6901.65,6889.125,7997,2021-04-21 16:00:00
563,FTSE100_i,6914.1,6930.6,6909.6,6932.1,6920.85,6924.100000000001,6925.725,6921.6,3071,2021-04-21 20:00:00
564,FTSE100_i,6917.7,6918.9,6915.4,6922.2,6918.799999999999,6918.833333333333,6918.85,6918.55,1196,2021-04-22 00:00:00
565,FTSE100_i,6918.5,6932.7,6916.5,6935.2,6925.85,6928.133333333334,6929.275000000001,6925.725,3707,2021-04-22 04:00:00
566,FTSE100_i,6932.7,6906.5,6889.7,6937.6,6913.65,6911.266666666666,6910.075,6916.625,8212,2021-04-22 08:00:00
567,FTSE100_i,6906.6,6913.3,6896.9,6925.2,6911.049999999999,6911.799999999999,6912.174999999999,6910.5,5907,2021-04-22 12:00:00
568,FTSE100_i,6912.8,6937.5,6904.3,6941.6,6922.950000000001,6927.8,6930.225,6924.05,7237,2021-04-22 16:00:00
569,FTSE100_i,6937.4,6897.1,6887.7,6937.9,6912.799999999999,6907.566666666666,6904.949999999999,6915.025,7653,2021-04-22 20:00:00
570,FTSE100_i,6902.1,6911.2,6897.4,6913.6,6905.5,6907.400000000001,6908.35,6906.075000000001,1890,2021-04-23 00:00:00
571,FTSE100_i,6910.5,6913.6,6908.5,6920.6,6914.55,6914.233333333334,6914.075000000001,6913.3,2778,2021-04-23 04:00:00
572,FTSE100_i,6913.6,6920.2,6899.7,6933.3,6916.5,6917.733333333334,6918.35,6916.700000000001,7024,2021-04-23 08:00:00
573,FTSE100_i,6920.2,6892.9,6890.2,6924.2,6907.2,6902.433333333333,6900.049999999999,6906.875,6056,2021-04-23 12:00:00
574,FTSE100_i,6892.9,6936.2,6892.7,6939.7,6916.2,6922.866666666666,6926.2,6915.375,6775,2021-04-23 16:00:00
575,FTSE100_i,6936.3,6924.4,6921.2,6944.5,6932.85,6930.033333333333,6928.625,6931.599999999999,2516,2021-04-23 20:00:00
576,FTSE100_i,6929.1,6923.6,6913.7,6931.6,6922.65,6922.966666666667,6923.125,6924.5,1787,2021-04-26 00:00:00
577,FTSE100_i,6923.7,6935.7,6921.7,6936.2,6928.95,6931.2,6932.325,6929.325,2816,2021-04-26 04:00:00
578,FTSE100_i,6935.7,6934.2,6911.7,6954.4,6933.049999999999,6933.433333333333,6933.625,6934.0,7661,2021-04-26 08:00:00
579,FTSE100_i,6934.2,6959.2,6923.7,6962.9,6943.299999999999,6948.599999999999,6951.25,6945.0,6054,2021-04-26 12:00:00
580,FTSE100_i,6959.2,6961.8,6955.9,6971.6,6963.75,6963.099999999999,6962.775,6962.125,5743,2021-04-26 16:00:00
581,FTSE100_i,6962.3,6958.5,6949.8,6965.3,6957.55,6957.866666666666,6958.025,6958.974999999999,2539,2021-04-26 20:00:00
582,FTSE100_i,6954.6,6956.0,6951.3,6962.2,6956.75,6956.5,6956.375,6956.025,1243,2021-04-27 00:00:00
583,FTSE100_i,6955.9,6960.8,6951.5,6961.4,6956.45,6957.900000000001,6958.625,6957.4,2298,2021-04-27 04:00:00
584,FTSE100_i,6961.3,6959.2,6955.2,6977.3,6966.25,6963.900000000001,6962.725,6963.25,7144,2021-04-27 08:00:00
585,FTSE100_i,6959.2,6944.6,6938.7,6963.8,6951.25,6949.033333333333,6947.924999999999,6951.575,6143,2021-04-27 12:00:00
586,FTSE100_i,6944.4,6944.7,6927.3,6954.6,6940.950000000001,6942.200000000001,6942.825000000001,6942.75,6644,2021-04-27 16:00:00
587,FTSE100_i,6944.7,6950.4,6941.8,6957.0,6949.4,6949.733333333333,6949.9,6948.474999999999,2651,2021-04-27 20:00:00
588,FTSE100_i,6946.6,6941.4,6939.4,6950.1,6944.75,6943.633333333334,6943.075000000001,6944.375,1211,2021-04-28 00:00:00
589,FTSE100_i,6941.4,6955.2,6938.9,6956.0,6947.45,6950.033333333333,6951.325,6947.875,2026,2021-04-28 04:00:00
590,FTSE100_i,6955.2,6960.7,6948.4,6977.2,6962.799999999999,6962.099999999999,6961.75,6960.375,6455,2021-04-28 08:00:00
591,FTSE100_i,6960.7,6972.7,6954.2,6986.1,6970.15,6971.0,6971.425,6968.425,5586,2021-04-28 12:00:00
592,FTSE100_i,6972.8,6966.8,6955.3,6986.8,6971.05,6969.633333333334,6968.925,6970.425,6265,2021-04-28 16:00:00
593,FTSE100_i,6966.8,6965.3,6953.8,6971.6,6962.700000000001,6963.566666666667,6964.0,6964.375,4352,2021-04-28 20:00:00
594,FTSE100_i,6965.9,6966.6,6964.5,6970.7,6967.6,6967.266666666667,6967.1,6966.925000000001,840,2021-04-29 00:00:00
595,FTSE100_i,6966.8,6971.5,6966.0,6979.4,6972.7,6972.3,6972.1,6970.925,1861,2021-04-29 04:00:00
596,FTSE100_i,6971.5,7009.8,6968.7,7018.1,6993.4,6998.866666666666,7001.599999999999,6992.025,7472,2021-04-29 08:00:00
597,FTSE100_i,7009.6,6997.5,6968.6,7015.6,6992.1,6993.900000000001,6994.8,6997.825000000001,6954,2021-04-29 12:00:00
598,FTSE100_i,6997.2,6959.2,6938.1,7005.6,6971.85,6967.633333333334,6965.525000000001,6975.025000000001,9059,2021-04-29 16:00:00
599,FTSE100_i,6959.2,6968.3,6949.8,6970.7,6960.25,6962.933333333333,6964.275,6962.0,3388,2021-04-29 20:00:00
600,FTSE100_i,6959.4,6960.8,6949.5,6964.0,6956.75,6958.099999999999,6958.775,6958.424999999999,1742,2021-04-30 00:00:00
601,FTSE100_i,6960.8,6946.5,6946.2,6962.4,6954.299999999999,6951.7,6950.4,6953.974999999999,2592,2021-04-30 04:00:00
602,FTSE100_i,6946.4,6976.2,6931.5,6987.0,6959.25,6964.900000000001,6967.725,6960.275,7391,2021-04-30 08:00:00
603,FTSE100_i,6976.7,6988.2,6944.1,6990.1,6967.1,6974.133333333334,6977.650000000001,6974.775000000001,6740,2021-04-30 12:00:00
604,FTSE100_i,6988.3,6970.0,6964.5,7008.2,6986.35,6980.900000000001,6978.175,6982.75,8874,2021-04-30 16:00:00
605,FTSE100_i,6970.0,6967.5,6947.5,6974.0,6960.75,6963.0,6964.125,6964.75,4201,2021-04-30 20:00:00
606,FTSE100_i,6997.5,6985.2,6984.1,7008.5,6996.3,6992.599999999999,6990.75,6993.825,1336,2021-05-04 00:00:00
607,FTSE100_i,6985.3,6993.5,6967.0,6993.5,6980.25,6984.666666666667,6986.875,6984.825,3009,2021-05-04 04:00:00
608,FTSE100_i,6993.3,7007.6,6982.5,7038.0,7010.25,7009.366666666666,7008.924999999999,7005.349999999999,8739,2021-05-04 08:00:00
609,FTSE100_i,7007.2,6969.0,6963.7,7033.3,6998.5,6988.666666666667,6983.75,6993.3,9409,2021-05-04 12:00:00
610,FTSE100_i,6968.6,6923.5,6909.0,6998.7,6953.85,6943.733333333334,6938.675,6949.950000000001,13290,2021-05-04 16:00:00
611,FTSE100_i,6923.5,6945.5,6920.7,6946.1,6933.4,6937.433333333333,6939.45,6933.95,5704,2021-05-04 20:00:00
612,FTSE100_i,6935.4,6962.0,6934.4,6967.5,6950.95,6954.633333333334,6956.475,6949.825000000001,2008,2021-05-05 00:00:00
613,FTSE100_i,6962.1,6959.1,6959.0,6975.0,6967.0,6964.366666666666,6963.049999999999,6963.799999999999,2507,2021-05-05 04:00:00
614,FTSE100_i,6959.3,7001.0,6944.2,7010.5,6977.35,6985.233333333334,6989.175,6978.75,8614,2021-05-05 08:00:00
615,FTSE100_i,7001.0,7005.5,6997.0,7013.0,7005.0,7005.166666666667,7005.25,7004.125,5132,2021-05-05 12:00:00
616,FTSE100_i,7005.5,7046.0,7001.2,7050.7,7025.95,7032.633333333334,7035.975,7025.85,7308,2021-05-05 16:00:00
617,FTSE100_i,7046.1,7049.6,7032.0,7056.2,7044.1,7045.933333333334,7046.85,7045.975,3821,2021-05-05 20:00:00
618,FTSE100_i,7040.4,7054.9,7037.9,7056.6,7047.25,7049.8,7051.075000000001,7047.450000000001,2384,2021-05-06 00:00:00
619,FTSE100_i,7054.7,7038.8,7038.8,7065.5,7052.15,7047.7,7045.474999999999,7049.45,4174,2021-05-06 04:00:00
620,FTSE100_i,7038.8,7043.1,7038.5,7068.6,7053.55,7050.066666666667,7048.325000000001,7047.25,8412,2021-05-06 08:00:00
621,FTSE100_i,7043.0,7047.4,7025.0,7057.4,7041.2,7043.266666666666,7044.299999999999,7043.2,7713,2021-05-06 12:00:00
622,FTSE100_i,7046.9,7081.1,7035.4,7085.1,7060.25,7067.2,7070.674999999999,7062.125,8720,2021-05-06 16:00:00
623,FTSE100_i,7081.1,7098.6,7070.6,7100.5,7085.55,7089.900000000001,7092.075000000001,7087.700000000001,4681,2021-05-06 20:00:00
624,FTSE100_i,7089.9,7094.6,7078.0,7095.0,7086.5,7089.2,7090.549999999999,7089.375,1545,2021-05-07 00:00:00
625,FTSE100_i,7094.6,7105.5,7094.0,7112.1,7103.05,7103.866666666666,7104.275,7101.549999999999,3135,2021-05-07 04:00:00
626,FTSE100_i,7105.5,7106.8,7086.1,7115.5,7100.8,7102.8,7103.8,7103.475,6673,2021-05-07 08:00:00
627,FTSE100_i,7106.7,7108.6,7095.6,7133.6,7114.6,7112.600000000001,7111.6,7111.125000000001,6410,2021-05-07 12:00:00
628,FTSE100_i,7108.6,7133.7,7090.6,7144.0,7117.3,7122.766666666666,7125.5,7119.225,8065,2021-05-07 16:00:00
629,FTSE100_i,7133.9,7140.4,7130.3,7149.5,7139.9,7140.066666666666,7140.15,7138.525,3329,2021-05-07 20:00:00
630,FTSE100_i,7141.4,7152.4,7137.9,7161.8,7149.85,7150.7,7151.125,7148.375,2083,2021-05-10 00:00:00
631,FTSE100_i,7152.0,7152.0,7148.2,7166.9,7157.549999999999,7155.7,7154.775,7154.775,2796,2021-05-10 04:00:00
632,FTSE100_i,7151.6,7129.3,7126.6,7166.6,7146.6,7140.833333333333,7137.95,7143.525,7623,2021-05-10 08:00:00
633,FTSE100_i,7129.5,7112.5,7106.3,7142.5,7124.4,7120.433333333333,7118.45,7122.7,5736,2021-05-10 12:00:00
634,FTSE100_i,7112.6,7111.9,7101.2,7130.9,7116.049999999999,7114.666666666667,7113.975,7114.15,7992,2021-05-10 16:00:00
635,FTSE100_i,7112.1,7073.3,7069.1,7113.5,7091.3,7085.3,7082.3,7092.0,5055,2021-05-10 20:00:00
636,FTSE100_i,7079.9,7041.8,7037.4,7085.7,7061.549999999999,7054.966666666666,7051.674999999999,7061.199999999999,2724,2021-05-11 00:00:00
637,FTSE100_i,7041.6,7030.0,7026.5,7055.6,7041.05,7037.366666666666,7035.525,7038.424999999999,5820,2021-05-11 04:00:00
638,FTSE100_i,7030.5,6969.0,6949.0,7050.1,6999.55,6989.366666666666,6984.275,6999.65,12622,2021-05-11 08:00:00
639,FTSE100_i,6969.2,6919.0,6917.6,6986.5,6952.05,6941.033333333333,6935.525,6948.075,10161,2021-05-11 12:00:00
640,FTSE100_i,6919.1,6931.7,6909.0,6974.0,6941.5,6938.233333333334,6936.6,6933.450000000001,13759,2021-05-11 16:00:00
641,FTSE100_i,6931.6,6962.0,6930.8,6973.7,6952.25,6955.5,6957.125,6949.525,7281,2021-05-11 20:00:00
642,FTSE100_i,6961.0,6933.2,6928.9,6973.9,6951.4,6945.333333333333,6942.3,6949.25,3241,2021-05-12 00:00:00
643,FTSE100_i,6933.2,6912.0,6891.6,6945.2,6918.4,6916.266666666666,6915.2,6920.5,7626,2021-05-12 04:00:00
644,FTSE100_i,6912.3,6985.9,6908.8,7001.2,6955.0,6965.3,6970.450000000001,6952.05,11932,2021-05-12 08:00:00
645,FTSE100_i,6985.9,6998.9,6948.0,7006.5,6977.25,6984.466666666667,6988.075000000001,6984.825000000001,10733,2021-05-12 12:00:00
646,FTSE100_i,6999.4,6989.1,6977.7,7026.4,7002.049999999999,6997.733333333333,6995.574999999999,6998.15,13045,2021-05-12 16:00:00
647,FTSE100_i,6988.7,6962.4,6950.6,7000.1,6975.35,6971.033333333333,6968.875,6975.45,8299,2021-05-12 20:00:00
648,FTSE100_i,6967.1,6970.9,6956.3,6977.2,6966.75,6968.133333333334,6968.825000000001,6967.875,3213,2021-05-13 00:00:00
649,FTSE100_i,6970.9,6970.9,6963.5,6988.7,6976.1,6974.366666666666,6973.5,6973.5,6527,2021-05-13 04:00:00
650,FTSE100_i,6970.8,6845.3,6819.8,6972.9,6896.35,6879.333333333333,6870.825,6902.2,14429,2021-05-13 08:00:00
651,FTSE100_i,6845.3,6906.9,6845.3,6917.7,6881.5,6889.966666666667,6894.200000000001,6878.8,10918,2021-05-13 12:00:00
652,FTSE100_i,6907.2,6960.3,6906.6,6979.7,6943.15,6948.866666666666,6951.724999999999,6938.45,11489,2021-05-13 16:00:00
653,FTSE100_i,6960.7,6975.6,6940.0,6984.3,6962.15,6966.633333333334,6968.875,6965.150000000001,7919,2021-05-13 20:00:00
654,FTSE100_i,6968.7,6996.1,6965.2,6997.7,6981.45,6986.333333333333,6988.775,6981.925,3348,2021-05-14 00:00:00
655,FTSE100_i,6995.9,6998.7,6980.7,7006.5,6993.6,6995.3,6996.150000000001,6995.450000000001,5561,2021-05-14 04:00:00
656,FTSE100_i,6998.2,7007.9,6982.5,7018.0,7000.25,7002.8,7004.075000000001,7001.650000000001,9381,2021-05-14 08:00:00
657,FTSE100_i,7008.0,7012.3,6997.8,7016.3,7007.05,7008.8,7009.675,7008.6,6324,2021-05-14 12:00:00
658,FTSE100_i,7012.4,7047.2,7011.3,7050.6,7030.950000000001,7036.366666666668,7039.075000000001,7030.375,7691,2021-05-14 16:00:00
659,FTSE100_i,7047.3,7064.2,7044.4,7072.3,7058.35,7060.3,7061.275000000001,7057.05,3513,2021-05-14 20:00:00
660,FTSE100_i,7060.4,7042.6,7037.3,7071.8,7054.55,7050.566666666667,7048.575000000001,7053.025,3248,2021-05-17 00:00:00
661,FTSE100_i,7042.7,7046.0,7032.3,7055.8,7044.05,7044.7,7045.025,7044.2,5071,2021-05-17 04:00:00
662,FTSE100_i,7046.6,7019.4,7008.3,7067.3,7037.8,7031.666666666667,7028.6,7035.4,9124,2021-05-17 08:00:00
663,FTSE100_i,7019.8,7006.6,6984.9,7021.1,7003.0,7004.2,7004.799999999999,7008.099999999999,7376,2021-05-17 12:00:00
664,FTSE100_i,7006.4,7040.1,7005.5,7048.0,7026.75,7031.2,7033.424999999999,7025.0,9866,2021-05-17 16:00:00
665,FTSE100_i,7040.1,7057.4,7031.7,7063.1,7047.4,7050.733333333333,7052.4,7048.074999999999,5120,2021-05-17 20:00:00
666,FTSE100_i,7047.0,7074.7,7040.4,7075.7,7058.049999999999,7063.599999999999,7066.375,7059.45,1966,2021-05-18 00:00:00
667,FTSE100_i,7075.1,7090.1,7072.6,7093.4,7083.0,7085.366666666666,7086.549999999999,7082.799999999999,3389,2021-05-18 04:00:00
668,FTSE100_i,7090.1,7053.5,7052.2,7104.6,7078.4,7070.099999999999,7065.95,7075.1,7897,2021-05-18 08:00:00
669,FTSE100_i,7054.6,7051.6,7047.5,7069.2,7058.35,7056.100000000001,7054.975,7055.725,7025,2021-05-18 12:00:00
670,FTSE100_i,7051.5,7036.0,7029.6,7058.5,7044.05,7041.366666666666,7040.025,7043.9,8746,2021-05-18 16:00:00
671,FTSE100_i,7036.0,7008.5,7008.0,7044.0,7026.0,7020.166666666667,7017.25,7024.125,4675,2021-05-18 20:00:00
672,FTSE100_i,7007.3,6997.9,6985.1,7013.7,6999.4,6998.899999999999,6998.65,7000.999999999999,2979,2021-05-19 00:00:00
673,FTSE100_i,6997.9,6975.3,6970.6,7010.7,6990.65,6985.533333333333,6982.974999999999,6988.625,4599,2021-05-19 04:00:00
674,FTSE100_i,6975.3,6940.1,6929.6,6991.2,6960.4,6953.633333333334,6950.25,6959.05,12437,2021-05-19 08:00:00
675,FTSE100_i,6940.6,6925.2,6923.6,6986.3,6954.950000000001,6945.033333333334,6940.075000000001,6943.925000000001,9877,2021-05-19 12:00:00
676,FTSE100_i,6924.9,6971.6,6894.3,6973.6,6933.950000000001,6946.5,6952.775,6941.1,14329,2021-05-19 16:00:00
677,FTSE100_i,6971.3,6978.9,6958.7,6989.7,6974.2,6975.766666666666,6976.549999999999,6974.65,8835,2021-05-19 20:00:00
678,FTSE100_i,6958.8,6982.6,6952.3,6988.4,6970.35,6974.433333333334,6976.475,6970.525000000001,2560,2021-05-20 00:00:00
679,FTSE100_i,6982.4,7000.5,6969.4,7003.5,6986.45,6991.133333333334,6993.475,6988.950000000001,4840,2021-05-20 04:00:00
680,FTSE100_i,7000.4,6949.7,6945.4,7006.4,6975.9,6967.166666666667,6962.8,6975.475,9594,2021-05-20 08:00:00
681,FTSE100_i,6949.4,6983.1,6924.6,6989.5,6957.05,6965.733333333334,6970.075000000001,6961.65,7668,2021-05-20 12:00:00
682,FTSE100_i,6983.4,7013.0,6966.4,7028.7,6997.549999999999,7002.7,7005.275,6997.875,9000,2021-05-20 16:00:00
683,FTSE100_i,7012.9,7023.9,7008.4,7028.4,7018.4,7020.233333333333,7021.15,7018.4,4207,2021-05-20 20:00:00
684,FTSE100_i,7022.7,7032.8,7021.2,7035.7,7028.45,7029.900000000001,7030.625,7028.1,2085,2021-05-21 00:00:00
685,FTSE100_i,7031.5,7026.3,7006.3,7033.8,7020.05,7022.133333333334,7023.175,7024.475,3846,2021-05-21 04:00:00
686,FTSE100_i,7026.6,6992.1,6970.8,7029.8,7000.3,6997.566666666667,6996.200000000001,7004.825000000001,8776,2021-05-21 08:00:00
687,FTSE100_i,6992.3,7020.8,6992.3,7025.8,7009.05,7012.966666666667,7014.925,7007.8,8106,2021-05-21 12:00:00
688,FTSE100_i,7020.8,7007.4,7002.8,7028.0,7015.4,7012.733333333333,7011.4,7014.749999999999,7852,2021-05-21 16:00:00
689,FTSE100_i,7007.4,7021.0,7006.3,7032.9,7019.6,7020.066666666667,7020.3,7016.9,3952,2021-05-21 20:00:00
690,FTSE100_i,7006.0,7035.8,6999.5,7037.9,7018.7,7024.400000000001,7027.25,7019.8,2466,2021-05-24 00:00:00
691,FTSE100_i,7035.9,7034.8,7024.2,7040.9,7032.549999999999,7033.299999999999,7033.674999999999,7033.949999999999,4304,2021-05-24 04:00:00
692,FTSE100_i,7034.5,7030.8,7021.3,7044.3,7032.8,7032.133333333334,7031.8,7032.725,7518,2021-05-24 08:00:00
693,FTSE100_i,7030.8,7024.4,7021.5,7052.0,7036.75,7032.633333333334,7030.575000000001,7032.175,5283,2021-05-24 12:00:00
694,FTSE100_i,7024.4,7050.5,7013.2,7059.6,7036.4,7041.099999999999,7043.45,7036.924999999999,6188,2021-05-24 16:00:00
695,FTSE100_i,7050.8,7051.7,7049.8,7064.9,7057.35,7055.466666666667,7054.525000000001,7054.3,2764,2021-05-24 20:00:00
696,FTSE100_i,7052.2,7057.9,7045.5,7059.8,7052.65,7054.399999999999,7055.275,7053.849999999999,1876,2021-05-25 00:00:00
697,FTSE100_i,7057.9,7060.4,7053.3,7064.0,7058.65,7059.233333333333,7059.525,7058.9,2785,2021-05-25 04:00:00
698,FTSE100_i,7060.4,7052.8,7039.3,7079.4,7059.35,7057.166666666667,7056.075,7057.975,7378,2021-05-25 08:00:00
699,FTSE100_i,7052.4,7047.8,7041.0,7056.5,7048.75,7048.433333333333,7048.275,7049.424999999999,5448,2021-05-25 12:00:00
700,FTSE100_i,7048.0,7031.8,7024.8,7053.8,7039.3,7036.8,7035.55,7039.6,7284,2021-05-25 16:00:00
701,FTSE100_i,7031.8,7009.8,7000.8,7031.8,7016.3,7014.133333333334,7013.05,7018.55,4337,2021-05-25 20:00:00
702,FTSE100_i,7016.9,7032.8,7012.7,7035.7,7024.2,7027.066666666667,7028.5,7024.525,2001,2021-05-26 00:00:00
703,FTSE100_i,7032.9,7034.7,7028.8,7038.7,7033.75,7034.066666666667,7034.225,7033.775,2788,2021-05-26 04:00:00
704,FTSE100_i,7034.7,7027.5,7021.8,7051.8,7036.8,7033.7,7032.15,7033.95,7813,2021-05-26 08:00:00
705,FTSE100_i,7027.8,7010.3,6998.8,7042.8,7020.8,7017.3,7015.55,7019.925,6505,2021-05-26 12:00:00
706,FTSE100_i,7010.3,7035.8,7001.9,7037.3,7019.6,7025.0,7027.7,7021.325,7173,2021-05-26 16:00:00
707,FTSE100_i,7035.8,7028.3,7023.1,7039.3,7031.200000000001,7030.233333333334,7029.75,7031.625,3197,2021-05-26 20:00:00
708,FTSE100_i,7028.6,7023.7,7017.2,7028.6,7022.9,7023.166666666667,7023.3,7024.525,1792,2021-05-27 00:00:00
709,FTSE100_i,7023.9,7032.4,7015.0,7033.2,7024.1,7026.866666666666,7028.25,7026.125,3298,2021-05-27 04:00:00
710,FTSE100_i,7032.7,7023.9,7008.2,7039.2,7023.7,7023.766666666666,7023.799999999999,7026.0,8129,2021-05-27 08:00:00
711,FTSE100_i,7024.1,7023.9,7006.9,7029.7,7018.299999999999,7020.166666666667,7021.1,7021.15,6515,2021-05-27 12:00:00
