,AUDCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,AUDCHF_i,0.66705,0.67072,0.66697,0.67152,0.669245,0.6697366666666666,0.6699824999999999,0.669065,11910,2020-12-21 16:00:00
1,AUDCHF_i,0.67072,0.67172,0.67038,0.6722,0.6712899999999999,0.6714333333333333,0.671505,0.6712549999999999,5972,2020-12-21 20:00:00
2,AUDCHF_i,0.67113,0.67077,0.67004,0.6718,0.67092,0.67087,0.670845,0.6709350000000001,4500,2020-12-22 00:00:00
3,AUDCHF_i,0.67074,0.67025,0.66945,0.67105,0.67025,0.6702499999999999,0.67025,0.6703724999999999,4816,2020-12-22 04:00:00
4,AUDCHF_i,0.67025,0.66756,0.66742,0.671,0.6692100000000001,0.66866,0.668385,0.6690575000000001,7988,2020-12-22 08:00:00
5,AUDCHF_i,0.66763,0.66856,0.66745,0.66962,0.668535,0.6685433333333334,0.6685475000000001,0.668315,7502,2020-12-22 12:00:00
6,AUDCHF_i,0.66857,0.6694,0.66745,0.66977,0.6686099999999999,0.6688733333333333,0.669005,0.6687974999999999,10614,2020-12-22 16:00:00
7,AUDCHF_i,0.6694,0.66886,0.66867,0.67019,0.66943,0.66924,0.669145,0.66928,4348,2020-12-22 20:00:00
8,AUDCHF_i,0.6689,0.66942,0.6679,0.67064,0.66927,0.66932,0.6693450000000001,0.6692150000000001,5660,2020-12-23 00:00:00
9,AUDCHF_i,0.66942,0.66994,0.66899,0.67055,0.66977,0.6698266666666667,0.669855,0.669725,3625,2020-12-23 04:00:00
10,AUDCHF_i,0.66994,0.67263,0.66986,0.67331,0.671585,0.6719333333333334,0.6721075,0.671435,6077,2020-12-23 08:00:00
11,AUDCHF_i,0.67264,0.67309,0.67112,0.67354,0.6723300000000001,0.6725833333333334,0.6727100000000001,0.6725975000000001,6628,2020-12-23 12:00:00
12,AUDCHF_i,0.67308,0.67255,0.67198,0.67456,0.67327,0.6730300000000001,0.6729100000000001,0.6730425000000001,10099,2020-12-23 16:00:00
13,AUDCHF_i,0.67256,0.67272,0.67251,0.6739,0.673205,0.6730433333333333,0.6729625,0.6729225000000001,4049,2020-12-23 20:00:00
14,AUDCHF_i,0.67199,0.67301,0.67183,0.67352,0.672675,0.6727866666666666,0.6728425,0.6725875,3820,2020-12-24 00:00:00
15,AUDCHF_i,0.67302,0.67299,0.6725,0.67364,0.6730700000000001,0.6730433333333333,0.67303,0.6730375,4014,2020-12-24 04:00:00
16,AUDCHF_i,0.67299,0.67483,0.67299,0.67512,0.6740550000000001,0.6743133333333334,0.6744425000000001,0.6739825,5818,2020-12-24 08:00:00
17,AUDCHF_i,0.67481,0.67644,0.67429,0.67662,0.6754549999999999,0.6757833333333333,0.6759474999999999,0.6755399999999999,4924,2020-12-24 12:00:00
18,AUDCHF_i,0.67644,0.67758,0.67592,0.67758,0.67675,0.6770266666666666,0.6771649999999999,0.6768799999999999,5382,2020-12-24 16:00:00
19,AUDCHF_i,0.67759,0.67618,0.6755,0.67774,0.67662,0.6764733333333334,0.6764,0.6767525,970,2020-12-24 20:00:00
20,AUDCHF_i,0.67539,0.67643,0.67417,0.67721,0.67569,0.6759366666666667,0.67606,0.6758000000000001,4755,2020-12-28 00:00:00
21,AUDCHF_i,0.67643,0.67681,0.67624,0.67741,0.676825,0.6768200000000001,0.6768175000000001,0.6767225,3139,2020-12-28 04:00:00
22,AUDCHF_i,0.67683,0.6763,0.67621,0.67782,0.6770149999999999,0.6767766666666666,0.6766574999999999,0.67679,4747,2020-12-28 08:00:00
23,AUDCHF_i,0.6763,0.67471,0.67345,0.67654,0.674995,0.6749,0.6748525000000001,0.67525,6698,2020-12-28 12:00:00
24,AUDCHF_i,0.67464,0.67371,0.67228,0.67483,0.673555,0.6736066666666667,0.6736325000000001,0.673865,6661,2020-12-28 16:00:00
25,AUDCHF_i,0.67369,0.67351,0.67336,0.67403,0.6736949999999999,0.6736333333333334,0.6736025000000001,0.6736475000000001,3363,2020-12-28 20:00:00
