,GBPSGD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
702,GBPSGD_i,1.87666,1.8738000000000001,1.8734899999999999,1.87873,1.87611,1.8753400000000002,1.8749550000000001,1.8756700000000002,19578,2021-06-04 16:00:00
703,GBPSGD_i,1.8737599999999999,1.87497,1.8725100000000001,1.87548,1.873995,1.87432,1.8744825,1.87418,5487,2021-06-04 20:00:00
704,GBPSGD_i,1.87221,1.87382,1.86999,1.87485,1.87242,1.8728866666666668,1.8731200000000001,1.8727175,8343,2021-06-07 00:00:00
705,GBPSGD_i,1.87382,1.87174,1.8707799999999999,1.87388,1.8723299999999998,1.8721333333333332,1.872035,1.872555,8937,2021-06-07 04:00:00
706,GBPSGD_i,1.87173,1.87004,1.86754,1.8718,1.86967,1.8697933333333332,1.8698549999999998,1.8702774999999998,11448,2021-06-07 08:00:00
707,GBPSGD_i,1.87004,1.87426,1.86884,1.8747099999999999,1.871775,1.8726033333333334,1.8730175,1.8719625,10665,2021-06-07 12:00:00
708,GBPSGD_i,1.87426,1.8736899999999999,1.8727800000000001,1.87508,1.87393,1.87385,1.87381,1.8739525000000001,13661,2021-06-07 16:00:00
709,GBPSGD_i,1.8736899999999999,1.87352,1.87291,1.87515,1.87403,1.8738599999999999,1.873775,1.8738175,3551,2021-06-07 20:00:00
710,GBPSGD_i,1.87382,1.87289,1.87126,1.8754,1.87333,1.8731833333333334,1.87311,1.8733425000000001,3199,2021-06-08 00:00:00
711,GBPSGD_i,1.8729,1.8718,1.87172,1.87365,1.8726850000000002,1.87239,1.8722425,1.8725174999999998,6207,2021-06-08 04:00:00
