,NZDCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
41,NZDCHF_i,0.63588,0.63603,0.63478,0.6377,0.63624,0.63617,0.636135,0.6360975,5852,2020-12-31 12:00:00
42,NZDCHF_i,0.636,0.63557,0.63523,0.63761,0.63642,0.6361366666666667,0.635995,0.6361025,7494,2020-12-31 16:00:00
43,NZDCHF_i,0.63533,0.63629,0.63533,0.63638,0.635855,0.636,0.6360725,0.6358325,810,2020-12-31 20:00:00
44,NZDCHF_i,0.63463,0.63603,0.63275,0.63607,0.63441,0.63495,0.63522,0.63487,4779,2021-01-04 00:00:00
45,NZDCHF_i,0.63603,0.6358,0.63511,0.6368,0.635955,0.6359033333333334,0.6358775000000001,0.635935,4279,2021-01-04 04:00:00
46,NZDCHF_i,0.6358,0.63485,0.63478,0.63702,0.6359,0.63555,0.635375,0.6356125,6174,2021-01-04 08:00:00
47,NZDCHF_i,0.63486,0.63408,0.63262,0.63588,0.63425,0.6341933333333333,0.634165,0.63436,6373,2021-01-04 12:00:00
48,NZDCHF_i,0.63408,0.6311,0.63009,0.63428,0.632185,0.6318233333333333,0.6316425,0.6323875,12585,2021-01-04 16:00:00
49,NZDCHF_i,0.6311,0.63243,0.63106,0.63247,0.6317649999999999,0.6319866666666666,0.6320975,0.6317649999999999,5168,2021-01-04 20:00:00
50,NZDCHF_i,0.63156,0.63234,0.63075,0.63262,0.631685,0.6319033333333334,0.6320125000000001,0.6318175,4783,2021-01-05 00:00:00
51,NZDCHF_i,0.63234,0.63511,0.63234,0.63524,0.6337900000000001,0.6342300000000001,0.6344500000000001,0.6337575000000001,5655,2021-01-05 04:00:00
52,NZDCHF_i,0.63513,0.63449,0.63379,0.63547,0.63463,0.6345833333333334,0.63456,0.63472,7158,2021-01-05 08:00:00
53,NZDCHF_i,0.63449,0.63293,0.63257,0.63522,0.633895,0.6335733333333333,0.6334124999999999,0.6338025,7033,2021-01-05 12:00:00
54,NZDCHF_i,0.63294,0.63656,0.63273,0.63686,0.634795,0.6353833333333333,0.6356775,0.6347725,11284,2021-01-05 16:00:00
55,NZDCHF_i,0.63655,0.63631,0.63623,0.63728,0.636755,0.6366066666666667,0.6365325,0.6365924999999999,4216,2021-01-05 20:00:00
56,NZDCHF_i,0.6364,0.63717,0.63564,0.63728,0.63646,0.6366966666666667,0.636815,0.6366225,6056,2021-01-06 00:00:00
57,NZDCHF_i,0.63717,0.63808,0.63604,0.63819,0.6371150000000001,0.6374366666666668,0.6375975,0.63737,7789,2021-01-06 04:00:00
58,NZDCHF_i,0.63807,0.64026,0.63778,0.64042,0.6391,0.6394866666666666,0.63968,0.6391325,8625,2021-01-06 08:00:00
59,NZDCHF_i,0.64026,0.63948,0.63855,0.64071,0.6396299999999999,0.6395799999999999,0.639555,0.63975,8944,2021-01-06 12:00:00
60,NZDCHF_i,0.63949,0.64204,0.6388,0.64218,0.64049,0.6410066666666667,0.6412650000000001,0.6406275,13417,2021-01-06 16:00:00
61,NZDCHF_i,0.64204,0.64028,0.63946,0.64211,0.6407849999999999,0.6406166666666666,0.6405325,0.6409725,8331,2021-01-06 20:00:00
62,NZDCHF_i,0.64036,0.64061,0.63973,0.64123,0.6404799999999999,0.6405233333333333,0.640545,0.6404825000000001,6036,2021-01-07 00:00:00
63,NZDCHF_i,0.64058,0.63982,0.63962,0.64078,0.6402,0.6400733333333334,0.64001,0.6402,4894,2021-01-07 04:00:00
64,NZDCHF_i,0.63982,0.64064,0.63939,0.64128,0.640335,0.6404366666666667,0.6404875,0.6402825000000001,8062,2021-01-07 08:00:00
65,NZDCHF_i,0.64066,0.63906,0.63898,0.64097,0.639975,0.63967,0.6395175,0.6399174999999999,8804,2021-01-07 12:00:00
66,NZDCHF_i,0.63906,0.64073,0.63853,0.64134,0.639935,0.6402,0.6403325,0.639915,12565,2021-01-07 16:00:00
67,NZDCHF_i,0.64064,0.64169,0.64064,0.64301,0.641825,0.6417799999999999,0.6417575,0.6414949999999999,4695,2021-01-07 20:00:00
68,NZDCHF_i,0.64126,0.64227,0.64016,0.64304,0.6416,0.6418233333333333,0.6419349999999999,0.6416824999999999,4323,2021-01-08 00:00:00
69,NZDCHF_i,0.64227,0.64287,0.64192,0.64314,0.64253,0.6426433333333333,0.6427,0.6425500000000001,4766,2021-01-08 04:00:00
70,NZDCHF_i,0.64283,0.64323,0.64253,0.64378,0.643155,0.64318,0.6431925000000001,0.6430925000000001,8495,2021-01-08 08:00:00
71,NZDCHF_i,0.64323,0.64223,0.64031,0.6435,0.641905,0.6420133333333333,0.6420675,0.6423175,8431,2021-01-08 12:00:00
72,NZDCHF_i,0.64224,0.64076,0.64001,0.64251,0.6412599999999999,0.6410933333333333,0.64101,0.64138,15029,2021-01-08 16:00:00
73,NZDCHF_i,0.64074,0.6403,0.63909,0.64111,0.6401,0.6401666666666667,0.6402,0.64031,6793,2021-01-08 20:00:00
74,NZDCHF_i,0.64031,0.63874,0.63842,0.64037,0.6393949999999999,0.6391766666666666,0.6390674999999999,0.6394599999999999,4125,2021-01-11 00:00:00
75,NZDCHF_i,0.63869,0.6383,0.63813,0.63925,0.63869,0.63856,0.638495,0.6385925,4452,2021-01-11 04:00:00
76,NZDCHF_i,0.63831,0.63903,0.63781,0.63943,0.63862,0.6387566666666666,0.638825,0.638645,7476,2021-01-11 08:00:00
77,NZDCHF_i,0.63903,0.63863,0.63828,0.64079,0.639535,0.6392333333333333,0.6390825,0.6391825,7784,2021-01-11 12:00:00
78,NZDCHF_i,0.63864,0.63819,0.63694,0.63908,0.63801,0.63807,0.6381,0.6382125,11211,2021-01-11 16:00:00
79,NZDCHF_i,0.63818,0.63719,0.63705,0.6384,0.637725,0.6375466666666667,0.6374575,0.637705,3595,2021-01-11 20:00:00
80,NZDCHF_i,0.63711,0.63819,0.63678,0.63848,0.63763,0.6378166666666667,0.63791,0.63764,4066,2021-01-12 00:00:00
81,NZDCHF_i,0.63819,0.63884,0.63758,0.63891,0.638245,0.6384433333333334,0.6385425,0.63838,3611,2021-01-12 04:00:00
82,NZDCHF_i,0.63883,0.63945,0.63803,0.63997,0.639,0.63915,0.639225,0.63907,6342,2021-01-12 08:00:00
83,NZDCHF_i,0.63947,0.63769,0.63735,0.64038,0.638865,0.6384733333333333,0.6382775,0.6387225000000001,7142,2021-01-12 12:00:00
84,NZDCHF_i,0.63769,0.63904,0.63707,0.63931,0.63819,0.6384733333333333,0.638615,0.6382775,9496,2021-01-12 16:00:00
85,NZDCHF_i,0.63873,0.63955,0.6385,0.64064,0.63957,0.6395633333333333,0.6395599999999999,0.6393549999999999,4648,2021-01-12 20:00:00
86,NZDCHF_i,0.64002,0.64047,0.63957,0.641,0.640285,0.6403466666666667,0.6403775,0.6402650000000001,2925,2021-01-13 00:00:00
87,NZDCHF_i,0.64047,0.63977,0.63945,0.64075,0.6401,0.63999,0.6399349999999999,0.64011,3360,2021-01-13 04:00:00
88,NZDCHF_i,0.63977,0.63863,0.63819,0.64031,0.6392500000000001,0.6390433333333334,0.6389400000000001,0.639225,5978,2021-01-13 08:00:00
89,NZDCHF_i,0.63863,0.63753,0.63685,0.63866,0.6377550000000001,0.63768,0.6376425,0.6379175,7294,2021-01-13 12:00:00
90,NZDCHF_i,0.63753,0.63792,0.63591,0.63822,0.637065,0.63735,0.6374925,0.637395,9861,2021-01-13 16:00:00
91,NZDCHF_i,0.63784,0.6367,0.63655,0.63827,0.63741,0.6371733333333334,0.637055,0.63734,3898,2021-01-13 20:00:00
92,NZDCHF_i,0.63652,0.63759,0.63622,0.63795,0.637085,0.6372533333333333,0.6373375,0.63707,2916,2021-01-14 00:00:00
93,NZDCHF_i,0.6376,0.63907,0.63723,0.63915,0.63819,0.6384833333333334,0.63863,0.6382625,4718,2021-01-14 04:00:00
94,NZDCHF_i,0.63907,0.63859,0.63771,0.63929,0.6385000000000001,0.63853,0.638545,0.638665,6238,2021-01-14 08:00:00
95,NZDCHF_i,0.63859,0.63927,0.63818,0.64127,0.639725,0.6395733333333333,0.6394975,0.6393275,7324,2021-01-14 12:00:00
96,NZDCHF_i,0.63921,0.64058,0.63847,0.64116,0.639815,0.64007,0.6401975,0.639855,9253,2021-01-14 16:00:00
97,NZDCHF_i,0.64058,0.64038,0.6402,0.64177,0.6409849999999999,0.6407833333333333,0.6406824999999999,0.6407324999999999,5227,2021-01-14 20:00:00
98,NZDCHF_i,0.64086,0.64016,0.63991,0.64143,0.64067,0.6405,0.640415,0.64059,3767,2021-01-15 00:00:00
99,NZDCHF_i,0.64016,0.63959,0.63924,0.64033,0.639785,0.6397200000000001,0.6396875000000001,0.63983,3854,2021-01-15 04:00:00
100,NZDCHF_i,0.63961,0.63771,0.63701,0.63975,0.63838,0.6381566666666666,0.638045,0.63852,6260,2021-01-15 08:00:00
101,NZDCHF_i,0.63771,0.63585,0.63585,0.63814,0.636995,0.6366133333333334,0.6364225,0.6368875,7276,2021-01-15 12:00:00
102,NZDCHF_i,0.6357,0.63626,0.63312,0.63655,0.634835,0.63531,0.6355475,0.6354075,10930,2021-01-15 16:00:00
103,NZDCHF_i,0.63626,0.63511,0.63511,0.63649,0.6357999999999999,0.63557,0.635455,0.6357425,3581,2021-01-15 20:00:00
104,NZDCHF_i,0.63564,0.63473,0.63424,0.63577,0.635005,0.6349133333333333,0.6348675,0.635095,4298,2021-01-18 00:00:00
105,NZDCHF_i,0.63473,0.63487,0.63441,0.63546,0.634935,0.6349133333333333,0.6349025,0.6348675,4279,2021-01-18 04:00:00
106,NZDCHF_i,0.63487,0.63292,0.63249,0.63498,0.6337349999999999,0.6334633333333333,0.6333274999999999,0.633815,6295,2021-01-18 08:00:00
107,NZDCHF_i,0.63291,0.63377,0.63226,0.63379,0.633025,0.6332733333333332,0.6333975,0.6331825,5937,2021-01-18 12:00:00
108,NZDCHF_i,0.63378,0.63324,0.63293,0.63399,0.63346,0.6333866666666667,0.6333500000000001,0.6334850000000001,4910,2021-01-18 16:00:00
109,NZDCHF_i,0.63306,0.6328,0.63237,0.63355,0.63296,0.6329066666666666,0.63288,0.632945,1808,2021-01-18 20:00:00
110,NZDCHF_i,0.63291,0.63474,0.63246,0.63528,0.6338699999999999,0.63416,0.6343049999999999,0.6338474999999999,3329,2021-01-19 00:00:00
111,NZDCHF_i,0.63476,0.63526,0.6347,0.63562,0.63516,0.6351933333333334,0.63521,0.635085,4009,2021-01-19 04:00:00
112,NZDCHF_i,0.63526,0.63203,0.63189,0.6355,0.6336949999999999,0.6331399999999999,0.6328624999999999,0.63367,6098,2021-01-19 08:00:00
113,NZDCHF_i,0.63206,0.63222,0.63098,0.63283,0.6319049999999999,0.63201,0.6320625,0.6320224999999999,6739,2021-01-19 12:00:00
114,NZDCHF_i,0.63219,0.63223,0.63048,0.6326,0.63154,0.6317699999999999,0.6318849999999999,0.631875,8683,2021-01-19 16:00:00
115,NZDCHF_i,0.63204,0.63211,0.63135,0.6323,0.631825,0.6319199999999999,0.6319675,0.63195,3049,2021-01-19 20:00:00
116,NZDCHF_i,0.63221,0.63189,0.63108,0.63306,0.6320699999999999,0.6320099999999998,0.6319799999999999,0.63206,3717,2021-01-20 00:00:00
117,NZDCHF_i,0.6319,0.63303,0.63185,0.6332,0.632525,0.6326933333333333,0.6327775,0.632495,3314,2021-01-20 04:00:00
118,NZDCHF_i,0.63301,0.63407,0.63283,0.63447,0.63365,0.63379,0.63386,0.633595,6327,2021-01-20 08:00:00
119,NZDCHF_i,0.63408,0.63536,0.63381,0.6354,0.634605,0.6348566666666667,0.6349825,0.6346625,6810,2021-01-20 12:00:00
120,NZDCHF_i,0.63535,0.63701,0.63535,0.63794,0.6366449999999999,0.6367666666666666,0.6368275,0.6364124999999999,9905,2021-01-20 16:00:00
121,NZDCHF_i,0.63677,0.63729,0.63656,0.63781,0.637185,0.63722,0.6372375,0.6371074999999999,3126,2021-01-20 20:00:00
122,NZDCHF_i,0.63765,0.63927,0.63711,0.63942,0.638265,0.6386,0.6387674999999999,0.6383624999999999,3474,2021-01-21 00:00:00
123,NZDCHF_i,0.63933,0.64037,0.63924,0.64046,0.63985,0.6400233333333333,0.64011,0.63985,3542,2021-01-21 04:00:00
124,NZDCHF_i,0.64037,0.64016,0.63837,0.64044,0.639405,0.6396566666666667,0.6397824999999999,0.6398349999999999,6268,2021-01-21 08:00:00
125,NZDCHF_i,0.64016,0.6385,0.63796,0.64022,0.6390899999999999,0.6388933333333333,0.638795,0.63921,7246,2021-01-21 12:00:00
126,NZDCHF_i,0.6385,0.6365,0.63626,0.63929,0.637775,0.63735,0.6371374999999999,0.6376375,9579,2021-01-21 16:00:00
127,NZDCHF_i,0.63631,0.6383,0.63575,0.63884,0.637295,0.63763,0.6377975,0.6373,3541,2021-01-21 20:00:00
128,NZDCHF_i,0.63806,0.63748,0.63728,0.63898,0.63813,0.6379133333333333,0.637805,0.63795,3283,2021-01-22 00:00:00
129,NZDCHF_i,0.63749,0.63644,0.63594,0.63757,0.636755,0.6366499999999999,0.6365974999999999,0.63686,3366,2021-01-22 04:00:00
130,NZDCHF_i,0.63645,0.63554,0.63518,0.63646,0.63582,0.6357266666666667,0.63568,0.6359075000000001,6494,2021-01-22 08:00:00
131,NZDCHF_i,0.63553,0.63513,0.63444,0.63595,0.635195,0.6351733333333333,0.6351625,0.6352625,6737,2021-01-22 12:00:00
132,NZDCHF_i,0.63513,0.63554,0.63474,0.63617,0.635455,0.6354833333333333,0.6354975,0.6353949999999999,8876,2021-01-22 16:00:00
133,NZDCHF_i,0.63548,0.63528,0.63501,0.63614,0.635575,0.6354766666666666,0.6354274999999999,0.6354774999999999,3077,2021-01-22 20:00:00
134,NZDCHF_i,0.6345,0.63662,0.6341,0.63705,0.635575,0.6359233333333333,0.6360975,0.6355675,3870,2021-01-25 00:00:00
135,NZDCHF_i,0.63662,0.63795,0.63651,0.63808,0.637295,0.6375133333333333,0.6376225,0.6372899999999999,3022,2021-01-25 04:00:00
136,NZDCHF_i,0.63796,0.63895,0.63764,0.63896,0.6383,0.6385166666666667,0.638625,0.6383775,6742,2021-01-25 08:00:00
137,NZDCHF_i,0.63895,0.6392,0.63846,0.63952,0.63899,0.63906,0.639095,0.6390325,6844,2021-01-25 12:00:00
138,NZDCHF_i,0.6392,0.6386,0.63734,0.63973,0.6385350000000001,0.6385566666666667,0.6385675,0.6387175,11115,2021-01-25 16:00:00
139,NZDCHF_i,0.63828,0.6392,0.63689,0.63943,0.6381600000000001,0.6385066666666667,0.63868,0.63845,3730,2021-01-25 20:00:00
140,NZDCHF_i,0.63911,0.63849,0.63803,0.63916,0.638595,0.63856,0.6385425,0.6386975,2331,2021-01-26 00:00:00
141,NZDCHF_i,0.63848,0.63801,0.6377,0.63892,0.63831,0.63821,0.6381600000000001,0.6382775,3050,2021-01-26 04:00:00
142,NZDCHF_i,0.638,0.63981,0.63717,0.63982,0.638495,0.6389333333333334,0.6391525,0.6387,6591,2021-01-26 08:00:00
143,NZDCHF_i,0.63981,0.64239,0.63954,0.64272,0.64113,0.64155,0.64176,0.641115,6600,2021-01-26 12:00:00
144,NZDCHF_i,0.64238,0.64161,0.64121,0.643,0.6421049999999999,0.64194,0.6418575,0.64205,8357,2021-01-26 16:00:00
145,NZDCHF_i,0.64147,0.64154,0.64133,0.64201,0.64167,0.6416266666666667,0.641605,0.6415875,2767,2021-01-26 20:00:00
146,NZDCHF_i,0.64112,0.64075,0.64063,0.64177,0.6412,0.64105,0.6409750000000001,0.6410675,3305,2021-01-27 00:00:00
147,NZDCHF_i,0.64074,0.64073,0.64039,0.64103,0.64071,0.6407166666666667,0.64072,0.6407225,3480,2021-01-27 04:00:00
148,NZDCHF_i,0.64074,0.64139,0.63994,0.6415,0.64072,0.6409433333333333,0.6410549999999999,0.6408925,6408,2021-01-27 08:00:00
149,NZDCHF_i,0.64139,0.63816,0.63746,0.64208,0.63977,0.6392333333333333,0.638965,0.6397725,8594,2021-01-27 12:00:00
150,NZDCHF_i,0.63816,0.6384,0.63694,0.63877,0.637855,0.6380366666666667,0.6381275,0.6380675,12770,2021-01-27 16:00:00
151,NZDCHF_i,0.63775,0.63574,0.63503,0.63874,0.6368849999999999,0.6365033333333333,0.6363125,0.6368149999999999,8335,2021-01-27 20:00:00
152,NZDCHF_i,0.63575,0.63547,0.63441,0.63627,0.63534,0.6353833333333333,0.635405,0.635475,4656,2021-01-28 00:00:00
153,NZDCHF_i,0.63549,0.63411,0.63389,0.63564,0.634765,0.6345466666666667,0.6344375,0.6347825,4240,2021-01-28 04:00:00
154,NZDCHF_i,0.63414,0.6326,0.63178,0.63465,0.6332150000000001,0.6330100000000001,0.6329075000000001,0.6332925,9184,2021-01-28 08:00:00
155,NZDCHF_i,0.6326,0.63487,0.63233,0.63507,0.6336999999999999,0.6340899999999999,0.634285,0.6337174999999999,9538,2021-01-28 12:00:00
156,NZDCHF_i,0.63488,0.63751,0.63423,0.6376,0.635915,0.6364466666666667,0.6367125,0.636055,11650,2021-01-28 16:00:00
157,NZDCHF_i,0.63742,0.63677,0.63677,0.63831,0.63754,0.6372833333333333,0.6371549999999999,0.6373175,4121,2021-01-28 20:00:00
158,NZDCHF_i,0.63682,0.63708,0.63622,0.6379,0.63706,0.6370666666666667,0.63707,0.637005,3438,2021-01-29 00:00:00
159,NZDCHF_i,0.63708,0.63613,0.6359,0.63737,0.6366350000000001,0.6364666666666667,0.6363825000000001,0.6366200000000001,4331,2021-01-29 04:00:00
160,NZDCHF_i,0.63614,0.63699,0.6359,0.63792,0.6369100000000001,0.6369366666666667,0.63695,0.6367375000000001,9188,2021-01-29 08:00:00
161,NZDCHF_i,0.63699,0.64034,0.6364,0.64085,0.638625,0.6391966666666667,0.6394825000000001,0.638645,10726,2021-01-29 12:00:00
162,NZDCHF_i,0.64032,0.63955,0.63916,0.64183,0.640495,0.64018,0.6400224999999999,0.640215,13464,2021-01-29 16:00:00
163,NZDCHF_i,0.63943,0.63948,0.63891,0.64029,0.6396,0.63956,0.63954,0.6395275,6279,2021-01-29 20:00:00
164,NZDCHF_i,0.63756,0.64012,0.63677,0.64034,0.638555,0.6390766666666666,0.6393375,0.6386975,5320,2021-02-01 00:00:00
165,NZDCHF_i,0.6401,0.64145,0.6401,0.64191,0.641005,0.6411533333333334,0.6412275,0.64089,4379,2021-02-01 04:00:00
166,NZDCHF_i,0.64145,0.64217,0.64065,0.64274,0.641695,0.6418533333333333,0.6419325,0.6417525,8451,2021-02-01 08:00:00
167,NZDCHF_i,0.64217,0.64189,0.64142,0.643,0.64221,0.6421033333333334,0.64205,0.64212,8681,2021-02-01 12:00:00
168,NZDCHF_i,0.64187,0.64167,0.63977,0.64218,0.640975,0.6412066666666666,0.6413225,0.6413725,10698,2021-02-01 16:00:00
169,NZDCHF_i,0.64157,0.64157,0.64125,0.64272,0.641985,0.6418466666666667,0.6417775,0.6417775,4585,2021-02-01 20:00:00
170,NZDCHF_i,0.64146,0.64241,0.64095,0.64246,0.641705,0.64194,0.6420575,0.64182,3424,2021-02-02 00:00:00
171,NZDCHF_i,0.64243,0.64338,0.64203,0.6436,0.6428149999999999,0.6430033333333333,0.6430975,0.64286,4196,2021-02-02 04:00:00
172,NZDCHF_i,0.64337,0.64316,0.64265,0.64385,0.6432500000000001,0.64322,0.643205,0.6432575,6957,2021-02-02 08:00:00
173,NZDCHF_i,0.64315,0.64295,0.64213,0.64426,0.643195,0.6431133333333333,0.6430724999999999,0.6431224999999999,7911,2021-02-02 12:00:00
174,NZDCHF_i,0.6429,0.64225,0.64112,0.64323,0.6421749999999999,0.6422,0.6422125,0.6423749999999999,9704,2021-02-02 16:00:00
175,NZDCHF_i,0.64207,0.64492,0.6417,0.64558,0.64364,0.6440666666666667,0.64428,0.6435675,4324,2021-02-02 20:00:00
176,NZDCHF_i,0.64494,0.64711,0.64443,0.64713,0.64578,0.6462233333333334,0.646445,0.6459025,3889,2021-02-03 00:00:00
177,NZDCHF_i,0.6471,0.64769,0.64678,0.64815,0.647465,0.6475399999999999,0.6475774999999999,0.64743,3357,2021-02-03 04:00:00
178,NZDCHF_i,0.64771,0.64639,0.64637,0.64835,0.6473599999999999,0.6470366666666666,0.646875,0.647205,6442,2021-02-03 08:00:00
179,NZDCHF_i,0.64635,0.64706,0.64629,0.64768,0.646985,0.64701,0.6470225000000001,0.646845,6786,2021-02-03 12:00:00
180,NZDCHF_i,0.64705,0.64683,0.64623,0.64784,0.647035,0.6469666666666667,0.6469325,0.6469875,8102,2021-02-03 16:00:00
181,NZDCHF_i,0.64604,0.64777,0.64604,0.64797,0.647005,0.6472600000000001,0.6473875,0.646955,2648,2021-02-03 20:00:00
182,NZDCHF_i,0.64773,0.6482,0.64618,0.6488,0.64749,0.6477266666666667,0.647845,0.6477275,1899,2021-02-04 00:00:00
183,NZDCHF_i,0.6482,0.64748,0.64676,0.6485,0.6476299999999999,0.6475799999999999,0.647555,0.647735,1815,2021-02-04 04:00:00
184,NZDCHF_i,0.64748,0.6493,0.64732,0.64962,0.64847,0.6487466666666667,0.6488849999999999,0.6484300000000001,6031,2021-02-04 08:00:00
185,NZDCHF_i,0.6493,0.64857,0.64681,0.64933,0.6480699999999999,0.6482366666666666,0.6483199999999999,0.6485025,6936,2021-02-04 12:00:00
186,NZDCHF_i,0.64857,0.64599,0.64575,0.64866,0.647205,0.6467999999999999,0.6465974999999999,0.6472424999999999,6859,2021-02-04 16:00:00
187,NZDCHF_i,0.64594,0.64671,0.64572,0.64708,0.6464,0.6465033333333333,0.646555,0.6463625,3018,2021-02-04 20:00:00
