,EURCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,EURCHF_i,1.08151,1.08324,1.08137,1.08457,1.08297,1.08306,1.083105,1.0826725,9757,2020-12-21 16:00:00
1,EURCHF_i,1.08324,1.08378,1.08288,1.08439,1.0836350000000001,1.0836833333333333,1.0837075,1.0835725,5198,2020-12-21 20:00:00
2,EURCHF_i,1.08375,1.08396,1.08315,1.08427,1.08371,1.0837933333333334,1.083835,1.0837825,2701,2020-12-22 00:00:00
3,EURCHF_i,1.08395,1.08352,1.08318,1.08397,1.0835750000000002,1.0835566666666667,1.0835475,1.083655,1690,2020-12-22 04:00:00
4,EURCHF_i,1.08351,1.08257,1.08257,1.08436,1.083465,1.0831666666666666,1.0830175,1.0832525,5814,2020-12-22 08:00:00
5,EURCHF_i,1.08257,1.0828,1.082,1.08433,1.0831650000000002,1.0830433333333334,1.0829825,1.082925,7549,2020-12-22 12:00:00
6,EURCHF_i,1.0828,1.08225,1.08134,1.08381,1.0825749999999998,1.0824666666666667,1.0824125,1.08255,10026,2020-12-22 16:00:00
7,EURCHF_i,1.08228,1.0815,1.08131,1.08234,1.081825,1.0817166666666667,1.0816625,1.0818575,4339,2020-12-22 20:00:00
8,EURCHF_i,1.08154,1.08156,1.08114,1.08207,1.0816050000000001,1.08159,1.0815825000000001,1.0815775,3047,2020-12-23 00:00:00
9,EURCHF_i,1.08156,1.08199,1.08108,1.08205,1.0815649999999999,1.0817066666666666,1.0817775,1.08167,2022,2020-12-23 04:00:00
10,EURCHF_i,1.08199,1.08416,1.08188,1.08439,1.083135,1.0834766666666666,1.0836474999999999,1.083105,5582,2020-12-23 08:00:00
11,EURCHF_i,1.08418,1.08404,1.08286,1.0848,1.0838299999999998,1.0838999999999999,1.0839349999999999,1.0839699999999999,6573,2020-12-23 12:00:00
12,EURCHF_i,1.08404,1.08238,1.0821,1.08569,1.083895,1.0833899999999999,1.0831374999999999,1.0835525,10204,2020-12-23 16:00:00
13,EURCHF_i,1.08238,1.08205,1.08177,1.08289,1.0823299999999998,1.0822366666666665,1.0821899999999998,1.0822724999999997,4324,2020-12-23 20:00:00
14,EURCHF_i,1.08203,1.08316,1.08173,1.08324,1.0824850000000001,1.08271,1.0828225,1.08254,2834,2020-12-24 00:00:00
15,EURCHF_i,1.08316,1.08302,1.08298,1.08354,1.0832600000000001,1.0831800000000003,1.0831400000000002,1.0831750000000002,1649,2020-12-24 04:00:00
16,EURCHF_i,1.08302,1.08346,1.08256,1.08416,1.0833599999999999,1.0833933333333332,1.08341,1.0833,3848,2020-12-24 08:00:00
17,EURCHF_i,1.08345,1.08513,1.08298,1.08563,1.084305,1.08458,1.0847175,1.0842975,4144,2020-12-24 12:00:00
18,EURCHF_i,1.08513,1.08613,1.08478,1.08625,1.085515,1.08572,1.0858225,1.0855725,4893,2020-12-24 16:00:00
19,EURCHF_i,1.08612,1.08554,1.08472,1.08628,1.0855,1.0855133333333333,1.0855199999999998,1.0856649999999999,398,2020-12-24 20:00:00
20,EURCHF_i,1.08462,1.08588,1.08421,1.08637,1.08529,1.0854866666666667,1.085585,1.08527,3775,2020-12-28 00:00:00
21,EURCHF_i,1.08588,1.08667,1.08578,1.08684,1.08631,1.08643,1.08649,1.0862924999999999,1948,2020-12-28 04:00:00
22,EURCHF_i,1.08668,1.0885,1.08667,1.08905,1.08786,1.0880733333333332,1.08818,1.087725,3912,2020-12-28 08:00:00
23,EURCHF_i,1.0884800000000001,1.0860400000000001,1.08479,1.0885,1.0866449999999999,1.0864433333333332,1.0863425,1.0869525,6484,2020-12-28 12:00:00
24,EURCHF_i,1.0860400000000001,1.08625,1.08562,1.08679,1.086205,1.08622,1.0862275,1.086175,6764,2020-12-28 16:00:00
25,EURCHF_i,1.08625,1.0853,1.08515,1.08663,1.08589,1.0856933333333334,1.085595,1.0858325,3602,2020-12-28 20:00:00
26,EURCHF_i,1.0853,1.08592,1.08507,1.08597,1.08552,1.0856533333333334,1.08572,1.0855650000000001,3172,2020-12-29 00:00:00
27,EURCHF_i,1.08592,1.08539,1.08508,1.08606,1.0855700000000001,1.0855100000000002,1.0854800000000002,1.0856125,2478,2020-12-29 04:00:00
28,EURCHF_i,1.08539,1.08454,1.08372,1.08601,1.084865,1.0847566666666666,1.0847025000000001,1.084915,4600,2020-12-29 08:00:00
29,EURCHF_i,1.08454,1.08495,1.08396,1.08743,1.0856949999999999,1.0854466666666667,1.0853225,1.08522,6450,2020-12-29 12:00:00
30,EURCHF_i,1.08496,1.08267,1.08206,1.08527,1.0836649999999999,1.0833333333333333,1.0831675,1.08374,7293,2020-12-29 16:00:00
31,EURCHF_i,1.08266,1.08264,1.08245,1.08394,1.083195,1.08301,1.0829175,1.0829225,4523,2020-12-29 20:00:00
32,EURCHF_i,1.08245,1.08423,1.08218,1.08442,1.0833,1.08361,1.0837649999999999,1.0833199999999998,3980,2020-12-30 00:00:00
33,EURCHF_i,1.08424,1.08339,1.0831,1.08453,1.083815,1.0836733333333333,1.0836025,1.083815,2910,2020-12-30 04:00:00
34,EURCHF_i,1.0834,1.08523,1.08317,1.08527,1.08422,1.0845566666666666,1.084725,1.0842675,5901,2020-12-30 08:00:00
35,EURCHF_i,1.08523,1.08481,1.08382,1.08615,1.084985,1.0849266666666668,1.0848975,1.0850025,6144,2020-12-30 12:00:00
36,EURCHF_i,1.08481,1.08484,1.08412,1.0861,1.08511,1.08502,1.084975,1.0849675,8941,2020-12-30 16:00:00
37,EURCHF_i,1.08484,1.08368,1.08368,1.08484,1.08426,1.0840666666666667,1.08397,1.08426,2714,2020-12-30 20:00:00
38,EURCHF_i,1.08361,1.08428,1.08361,1.08448,1.0840450000000001,1.0841233333333333,1.0841625,1.083995,1800,2020-12-31 00:00:00
39,EURCHF_i,1.08428,1.08376,1.08356,1.08429,1.083925,1.0838700000000001,1.0838425,1.0839725,1774,2020-12-31 04:00:00
40,EURCHF_i,1.08376,1.082,1.08192,1.08397,1.082945,1.08263,1.0824725,1.0829125,4719,2020-12-31 08:00:00
41,EURCHF_i,1.082,1.08049,1.07986,1.08268,1.08127,1.08101,1.08088,1.0812575,6024,2020-12-31 12:00:00
42,EURCHF_i,1.08051,1.08191,1.07966,1.08211,1.0808849999999999,1.0812266666666666,1.0813974999999998,1.0810475,8516,2020-12-31 16:00:00
43,EURCHF_i,1.08191,1.08164,1.08137,1.082,1.081685,1.08167,1.0816625,1.0817299999999999,908,2020-12-31 20:00:00
44,EURCHF_i,1.08104,1.08241,1.0805,1.08256,1.0815299999999999,1.0818233333333334,1.08197,1.0816275,4531,2021-01-04 00:00:00
45,EURCHF_i,1.08244,1.08272,1.08228,1.08298,1.08263,1.08266,1.082675,1.082605,2626,2021-01-04 04:00:00
46,EURCHF_i,1.0827,1.08134,1.08041,1.083,1.081705,1.0815833333333333,1.0815225,1.0818625,6382,2021-01-04 08:00:00
47,EURCHF_i,1.08135,1.08154,1.08028,1.08174,1.08101,1.0811866666666667,1.081275,1.0812275,6863,2021-01-04 12:00:00
48,EURCHF_i,1.08152,1.07978,1.07888,1.08251,1.080695,1.08039,1.0802375,1.0806725,14181,2021-01-04 16:00:00
49,EURCHF_i,1.07978,1.07891,1.07878,1.07999,1.079385,1.0792266666666668,1.0791475,1.0793650000000001,6051,2021-01-04 20:00:00
50,EURCHF_i,1.07916,1.08017,1.07874,1.08045,1.0795949999999999,1.0797866666666665,1.0798824999999999,1.0796299999999999,3761,2021-01-05 00:00:00
51,EURCHF_i,1.08017,1.0802100000000001,1.07952,1.08045,1.079985,1.08006,1.0800975,1.0800875,5194,2021-01-05 04:00:00
52,EURCHF_i,1.0802100000000001,1.07989,1.07885,1.08026,1.079555,1.0796666666666666,1.0797225,1.0798025,5303,2021-01-05 08:00:00
53,EURCHF_i,1.07989,1.07946,1.0789900000000001,1.0818,1.0803950000000002,1.0800833333333335,1.0799275000000002,1.080035,6160,2021-01-05 12:00:00
54,EURCHF_i,1.07946,1.07971,1.07915,1.08027,1.07971,1.07971,1.07971,1.0796475,9901,2021-01-05 16:00:00
55,EURCHF_i,1.07968,1.07983,1.07938,1.08035,1.0798649999999999,1.0798533333333333,1.0798475,1.07981,3904,2021-01-05 20:00:00
56,EURCHF_i,1.07983,1.08013,1.07917,1.08086,1.080015,1.0800533333333333,1.0800725,1.0799975,4531,2021-01-06 00:00:00
57,EURCHF_i,1.08013,1.08011,1.07968,1.08041,1.0800450000000001,1.0800666666666667,1.0800775,1.0800825,5993,2021-01-06 04:00:00
58,EURCHF_i,1.08011,1.08166,1.07991,1.08175,1.08083,1.0811066666666667,1.081245,1.0808575,6889,2021-01-06 08:00:00
59,EURCHF_i,1.08166,1.08297,1.0807,1.0830899999999999,1.0818949999999998,1.0822533333333333,1.0824325,1.0821049999999999,7590,2021-01-06 12:00:00
60,EURCHF_i,1.08299,1.08325,1.08136,1.0835,1.08243,1.0827033333333334,1.08284,1.082775,13121,2021-01-06 16:00:00
61,EURCHF_i,1.08325,1.08259,1.082,1.08365,1.0828250000000001,1.0827466666666667,1.0827075,1.0828725000000001,8647,2021-01-06 20:00:00
62,EURCHF_i,1.08287,1.08322,1.08198,1.08342,1.0827,1.0828733333333334,1.08296,1.0828725,4449,2021-01-07 00:00:00
63,EURCHF_i,1.0832,1.08263,1.0824799999999999,1.08343,1.082955,1.0828466666666665,1.0827925,1.082935,3151,2021-01-07 04:00:00
64,EURCHF_i,1.08261,1.08337,1.0824799999999999,1.08405,1.083265,1.0833,1.0833175,1.0831275,6863,2021-01-07 08:00:00
65,EURCHF_i,1.08337,1.08276,1.08238,1.0838,1.0830899999999999,1.0829799999999998,1.082925,1.0830775,6891,2021-01-07 12:00:00
66,EURCHF_i,1.08276,1.08508,1.08264,1.08613,1.0843850000000002,1.0846166666666668,1.0847325,1.0841525,11616,2021-01-07 16:00:00
67,EURCHF_i,1.08507,1.08565,1.08501,1.08668,1.085845,1.08578,1.0857475,1.0856025,5577,2021-01-07 20:00:00
68,EURCHF_i,1.08575,1.08544,1.08481,1.08618,1.0854949999999999,1.0854766666666666,1.0854675,1.085545,4260,2021-01-08 00:00:00
69,EURCHF_i,1.08544,1.08547,1.08524,1.08597,1.0856050000000002,1.08556,1.0855375,1.08553,4046,2021-01-08 04:00:00
70,EURCHF_i,1.08547,1.08409,1.08369,1.08609,1.0848900000000001,1.0846233333333333,1.08449,1.084835,7122,2021-01-08 08:00:00
71,EURCHF_i,1.08413,1.08313,1.08205,1.08457,1.08331,1.0832499999999998,1.0832199999999998,1.08347,7587,2021-01-08 12:00:00
72,EURCHF_i,1.08307,1.0832600000000001,1.08193,1.08404,1.0829849999999999,1.0830766666666667,1.0831225,1.083075,13288,2021-01-08 16:00:00
73,EURCHF_i,1.0832600000000001,1.08194,1.08162,1.08338,1.0825,1.0823133333333332,1.08222,1.08255,6927,2021-01-08 20:00:00
74,EURCHF_i,1.08197,1.08189,1.08138,1.08238,1.08188,1.0818833333333333,1.081885,1.081905,2811,2021-01-11 00:00:00
75,EURCHF_i,1.08188,1.08181,1.08138,1.08188,1.08163,1.08169,1.08172,1.0817375,2707,2021-01-11 04:00:00
76,EURCHF_i,1.08181,1.08169,1.08138,1.08263,1.082005,1.0819,1.0818475,1.0818775,5896,2021-01-11 08:00:00
77,EURCHF_i,1.08169,1.08264,1.08148,1.08392,1.0827,1.08268,1.08267,1.0824325,6982,2021-01-11 12:00:00
78,EURCHF_i,1.08264,1.08171,1.08128,1.08323,1.082255,1.0820733333333334,1.0819825,1.0822150000000001,9408,2021-01-11 16:00:00
79,EURCHF_i,1.08171,1.08158,1.08128,1.0818699999999999,1.081575,1.0815766666666666,1.0815774999999999,1.08161,4774,2021-01-11 20:00:00
80,EURCHF_i,1.08153,1.08203,1.08074,1.08227,1.081505,1.08168,1.0817675,1.0816425,3175,2021-01-12 00:00:00
81,EURCHF_i,1.08203,1.08227,1.08157,1.08244,1.082005,1.0820933333333336,1.0821375000000002,1.0820775,2254,2021-01-12 04:00:00
82,EURCHF_i,1.08226,1.08209,1.08175,1.08296,1.082355,1.0822666666666667,1.0822224999999999,1.082265,5289,2021-01-12 08:00:00
83,EURCHF_i,1.08209,1.08107,1.08042,1.08261,1.081515,1.0813666666666666,1.0812925,1.0815475,6430,2021-01-12 12:00:00
84,EURCHF_i,1.08107,1.08216,1.08089,1.08246,1.081675,1.0818366666666666,1.0819174999999999,1.081645,8871,2021-01-12 16:00:00
85,EURCHF_i,1.08216,1.08161,1.08138,1.08225,1.081815,1.0817466666666666,1.0817125,1.08185,5697,2021-01-12 20:00:00
86,EURCHF_i,1.08156,1.08205,1.08148,1.08236,1.08192,1.0819633333333334,1.081985,1.0818625000000002,3269,2021-01-13 00:00:00
87,EURCHF_i,1.0820400000000001,1.08167,1.08158,1.08206,1.08182,1.08177,1.081745,1.0818375,1879,2021-01-13 04:00:00
88,EURCHF_i,1.08167,1.08139,1.08089,1.08209,1.08149,1.0814566666666667,1.08144,1.08151,5277,2021-01-13 08:00:00
89,EURCHF_i,1.08139,1.08018,1.0799,1.08167,1.080785,1.0805833333333335,1.0804825,1.080785,5451,2021-01-13 12:00:00
90,EURCHF_i,1.08016,1.07917,1.07823,1.08023,1.07923,1.07921,1.0792,1.0794475,9646,2021-01-13 16:00:00
91,EURCHF_i,1.07917,1.07884,1.07874,1.07941,1.079075,1.0789966666666666,1.0789575,1.07904,4140,2021-01-13 20:00:00
92,EURCHF_i,1.07862,1.07911,1.07815,1.07948,1.078815,1.0789133333333334,1.0789625,1.07884,3220,2021-01-14 00:00:00
93,EURCHF_i,1.07911,1.07832,1.07818,1.07941,1.078795,1.0786366666666665,1.0785574999999998,1.078755,4051,2021-01-14 04:00:00
