,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.0926926383916557,0.0408030833508614,0.5714616816473127,0.2033652976298157,4.59527347401563,8.785443203738586,76,55,131,11027.12875209545,0.0987079698649603,0.1234798421062134,0.2549581140241298,1.109245626874455,1.696198736829578,7.869022211626151,64,8,72,0.2206166296784226,0.1196442003383077,27999.927281677254,pr,21,5,4,0.13,0.07,0.301,sell,57.19955953171301,0,True
