,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.1179380555971008,0.0429748549030571,0.7534139067650274,0.1413011878765032,1.7878770133535522,5.3302002751077495,34,23,57,11730.87585901674,0.3573291372674573,0.1377029563838169,0.9183492096930216,0.7242449289304932,0.3903612454045065,19.701884046933472,41,6,47,0.8619342994553445,0.4844944962270501,189048.7570600048,pr,72,63,4,0.25,0.09,0.34,sell,1.2138219423586527,0,True
