,Unnamed: 0,Unnamed: 0.1,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0,0,0.0879764382556573,0.0449349853960445,0.3760448275220175,0.3221530871469972,4.155995205062476,6.9516481425411705,64,52,116,510.5563366286751,0.1388258748392868,0.1761132430634494,0.5683550971748685,0.5502063273727579,16.333944869755832,2.8211116452598484,22,80,102,0.5582148232867143,0.5546018962569601,0.1633389282189959,min_max,45,30,3,0.3,0.27,0.016,sell,10715.65343772414,0,True
