,Unnamed: 0,Unnamed: 0.1,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0,0,0.0850281719772804,0.0460540488135307,0.4214409780662142,0.1445594314896397,3.1730988946959755,4.533462133549758,35,43,78,10.70170021937925,0.1270525256359546,0.2837765165522921,0.3830387742759248,0.6071973121398913,1.64854854927783,4.364843378601797,12,10,22,0.3380979973395517,0.3332086780910021,440.0397623504826,pr,82,12,5,0.16,0.07,0.16,sell,2753.737168487756,0,True
