mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell
0.0903628706499453,0.0489142533004254,0.761079278283561,0.19279383846632345,1.5865011929238015,2.8360565092298176,20,18,38,386.2176321129021,0.2806369891904517,0.15799945017496403,0.5544032411266567,0.385435220603261,0.13633796233175366,7.691626044716593,26,1,27,0.4965500976402001,0.23993112840048278,25679.645150267446,pr,135,95,6,0.02,0.22,0.389,sell,45.81856545916866,0
