,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.8716517859618107,0.3806834661961816,8.842614794389153,3.2506393416955124,66.12300413788603,131.4570152379505,72.0,107.0,179.0,130763.2109468701,0.9476263471873244,0.9883391265347884,8.094626715477908,6.728680139311952,0.0,186.29873078387695,103.0,0.0,103.0,0.8080364547716109,0.5876876562054087,23589750.317584407,pr,7.0,5.0,2.0,0.19,0.18,0.16,sell,188.68886802558092,0.0,False
