,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.155085424676312,0.0669319151917189,0.7006944660708158,0.2525029909955336,1.3695990835481366,2.541072054893389,10.0,13.0,23.0,33.741392320424275,0.091382097116887,0.1916703085260988,0.2002453004931097,1.3849641534954238,0.0,1.3404632783446837,10.0,1.0,11.0,0.3282001789349706,0.3282001763780935,1085.7752554591937,pr,65.0,42.0,2.0,0.08,0.06,0.003,sell,1.2249576798513748,0.0,True
