mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_down_upper_pr,diff_down_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell
0.11333030775000907,0.0549997873524408,0.7587765645180169,0.13154765443844826,1.9283769404837023,2.3837155526843246,12.0,26.0,38.0,12.144619886926856,0.11770019856407292,0.22659141952931905,0.2139536261067749,0.6763184493727308,0.0,4.690028045382963,33.0,0.0,33.0,0.19838406885311738,0.17897835000296264,15477.092549763778,pr,150.0,144.0,3.0,0.15,0.1,0.194,sell,5.528424446974055,0.0
