,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,n_clusters_best_low,n_clusters_best_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
130,HLCC/4,470,1047,10,macd,122,211,6,12,0.54,922,546,227,167,56,85,114,558,105,220,512,90,13,137,493,476,423,194,470,271,143,3,976,135,651,607,860,926,21,843,223,1072,114,17,193,396,794,70,49,322,33,21,0.77,0.28,3,20,0.83,0.94,0.93,0.84,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,False,-1,True,False
131,HLC/3,735,856,27,macdh,239,209,6,30,0.31,1321,658,171,125,818,171,105,491,132,213,484,103,127,958,850,547,445,123,247,570,329,91,190,889,918,483,982,213,391,688,98,1096,38,23,432,4,9,135,29,689,30,41,0.53,0.26,21,8,0.95,0.83,0.93,0.91,False,True,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False,-1,True,False
132,HLCC/4,255,1011,43,macd,79,11,2,48,0.88,2383,560,206,121,650,45,156,27,73,69,550,36,233,132,490,759,497,420,622,213,494,275,965,819,626,588,902,553,824,977,367,396,1266,40,205,13,66,208,33,104,46,21,0.01,0.21,4,19,0.0,0.0,0.0,0.0,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,-1,True,False
133,OHLC/4,478,975,36,macd,226,159,6,43,0.32,171,865,15,167,446,32,14,37,223,59,755,39,223,959,685,517,185,55,149,721,239,156,234,292,441,983,691,807,900,119,240,477,2458,49,942,27,68,21,27,307,10,18,0.22,0.27,24,8,0.82,0.92,0.92,0.89,False,True,False,False,True,False,True,False,True,False,True,True,True,False,False,True,False,-1,True,False
134,high,782,905,31,macd,8,149,6,43,0.05,1500,503,227,118,309,65,204,187,194,110,279,4,229,754,542,456,293,51,105,88,438,431,221,330,931,966,417,819,879,872,277,1058,1631,9,657,342,348,169,18,140,20,11,0.39,0.13,13,14,0.93,0.92,0.81,0.95,True,True,False,True,False,True,False,False,False,False,True,True,True,True,True,False,False,-1,True,False
135,HLCC/4,358,732,25,macds,81,20,6,3,0.09,1817,724,66,24,986,49,25,999,249,142,245,234,44,314,293,174,130,71,885,149,351,304,110,149,24,886,263,422,620,30,310,461,1445,26,318,3,49,41,22,71,28,8,0.3,0.57,8,33,0.83,0.96,0.83,0.95,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,-1,True,False
136,close,503,1125,7,macds,102,108,6,2,0.79,766,866,83,174,680,232,226,965,109,197,18,79,67,922,439,213,65,56,128,909,486,170,290,437,411,470,735,473,120,766,33,151,1360,6,317,46,80,101,3,840,9,36,0.86,0.72,5,25,0.8,0.86,0.87,0.81,False,True,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,-1,True,False
137,open,180,290,14,macds,230,135,6,29,0.04,1359,666,200,40,760,244,120,648,107,166,120,161,25,447,871,619,494,420,123,52,43,14,147,61,922,478,134,319,885,255,432,694,160,34,377,313,393,203,42,402,41,5,0.84,0.49,48,7,0.85,0.85,0.8,0.95,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True,False,False,-1,True,False
138,HL/2,91,421,48,macds,152,244,6,33,0.2,1484,940,152,160,734,214,209,368,115,98,486,43,39,360,683,161,281,133,866,83,37,20,381,878,604,376,908,269,833,638,388,570,1371,47,664,17,104,182,41,85,36,46,0.87,0.81,32,29,0.88,0.87,0.96,0.91,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,-1,True,False
139,close,185,725,21,macd,109,83,6,16,0.2,2331,823,222,77,29,199,236,287,243,39,169,65,180,330,748,506,180,27,189,335,308,269,474,536,958,109,775,904,774,41,28,1248,2062,14,522,16,44,83,35,657,20,48,0.55,0.56,2,49,0.82,0.98,0.8,0.99,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,-1,True,False
140,open,460,1318,35,macds,128,175,6,22,0.69,1706,937,17,143,21,173,163,495,169,175,740,220,170,59,397,573,206,111,235,177,278,13,480,537,960,735,384,70,724,785,23,585,466,11,789,11,71,62,5,89,8,3,0.67,0.85,14,34,0.88,0.8,0.88,0.87,False,True,False,False,False,False,True,True,True,True,True,True,True,False,True,True,False,-1,True,False
141,HLCC/4,206,1472,14,macd,46,84,6,46,0.93,140,714,71,42,199,57,47,82,221,33,400,98,213,631,869,773,382,115,97,727,485,122,233,516,638,302,821,929,973,780,47,274,2004,2,284,16,96,174,27,734,26,27,0.15,0.93,22,41,0.88,0.82,0.92,0.98,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,-1,True,False
142,HLCC/4,326,1048,44,macds,4,122,6,27,0.64,1863,243,112,169,610,21,186,379,16,166,909,217,93,975,921,502,108,95,119,113,375,186,280,158,175,842,471,925,120,539,260,420,2078,45,497,27,69,149,50,558,12,44,0.45,0.91,44,31,0.97,0.92,0.86,0.98,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,True,False,-1,True,False
143,low,106,456,26,macdh,197,221,6,17,0.12,493,283,201,146,946,47,34,701,97,10,546,34,27,320,578,835,461,188,88,843,318,226,852,229,116,363,432,172,987,519,195,624,2246,34,586,44,91,90,2,278,32,46,0.17,0.14,4,47,0.89,0.93,0.82,0.99,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,True,False,-1,True,False
144,close,424,1300,44,macds,164,111,6,38,0.82,1246,216,139,156,823,89,31,503,19,69,769,100,29,70,802,583,158,130,231,15,360,31,414,261,736,606,72,335,617,824,281,596,652,22,362,46,54,69,40,686,8,19,0.48,0.04,28,43,0.99,0.98,0.97,0.81,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,-1,True,False
145,HLC/3,308,980,22,macdh,174,214,6,28,0.91,119,27,32,84,28,250,206,378,172,165,914,33,76,10,832,453,317,132,797,430,45,11,906,219,840,91,668,490,789,350,453,1197,266,50,622,30,63,102,18,676,25,24,0.04,0.98,27,50,0.98,0.85,0.86,0.9,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,-1,True,False
146,high,327,728,34,macds,212,181,6,38,0.34,1801,43,192,16,215,129,70,24,239,41,678,89,206,431,642,412,423,378,142,59,260,177,412,521,629,63,125,626,266,947,56,1192,1800,25,625,24,95,83,7,891,27,34,0.86,0.69,14,50,0.93,0.95,0.84,0.9,False,False,False,True,False,True,True,True,True,False,False,True,False,False,True,False,True,-1,True,False
147,HLCC/4,547,583,32,macd,7,8,6,21,0.81,2930,591,93,169,60,18,172,499,177,191,190,174,90,827,663,573,500,173,99,384,267,160,91,527,480,388,348,667,889,279,229,297,2355,13,303,22,70,192,5,227,44,26,0.79,0.69,43,29,0.9,0.92,0.87,0.81,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,-1,True,False
148,low,757,1374,11,macd,238,13,6,32,0.41,1734,694,57,242,494,197,130,646,99,158,127,131,41,879,828,665,477,414,210,78,379,166,931,55,960,732,631,379,816,953,362,589,105,11,104,43,77,148,34,252,30,31,0.57,0.03,23,8,0.98,0.8,0.98,0.92,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,-1,True,False
149,OHLC/4,767,862,40,macd,203,64,6,21,0.65,1293,844,66,204,171,207,94,817,90,35,372,167,249,24,466,234,195,39,434,343,312,85,790,203,384,576,61,664,308,177,261,1083,1353,4,298,42,69,161,12,56,20,7,0.69,0.32,33,40,0.95,0.87,0.97,0.99,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,-1,True,False
150,open,668,1257,29,macdh,63,193,6,1,0.12,700,859,41,89,297,3,167,459,101,224,718,175,230,901,791,520,422,73,226,772,323,246,310,112,313,410,740,75,581,280,430,1246,1228,25,103,44,78,118,15,520,3,27,0.91,0.05,45,31,0.87,0.83,0.84,0.95,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,-1,True,False
151,HLC/3,597,718,26,macds,203,178,6,3,0.7,711,234,11,242,574,151,112,323,19,136,790,115,191,607,695,439,419,38,589,504,348,147,201,821,257,803,467,6,637,694,193,999,1182,42,422,353,460,148,39,186,18,48,0.84,0.79,27,39,0.81,0.95,0.9,0.88,False,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,-1,True,False
152,HLC/3,387,1154,11,macds,55,131,6,48,0.8,2069,941,16,69,399,200,143,968,52,41,209,240,75,258,993,851,174,44,62,688,371,279,691,164,148,602,90,585,718,423,274,310,2290,50,413,7,42,208,27,570,21,28,0.89,0.98,14,23,0.92,0.91,0.82,0.98,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,False,True,-1,True,False
153,low,87,1336,9,macdh,8,136,6,18,0.81,869,96,247,229,525,100,238,457,243,121,640,4,67,860,651,608,448,426,46,36,283,253,196,654,401,567,444,481,254,356,130,960,153,24,123,34,72,85,11,727,17,23,0.67,0.5,28,33,0.85,0.96,0.8,0.83,True,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,-1,True,False
154,HLCC/4,219,1338,31,macd,164,175,6,12,0.95,1536,140,197,159,498,119,20,465,125,140,572,4,11,729,927,710,325,139,205,115,468,302,446,863,350,908,334,174,287,971,308,743,25,31,913,28,344,200,43,152,24,29,0.41,0.34,44,22,0.83,0.93,0.99,0.87,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,False,False,-1,True,False
155,open,496,815,13,macd,112,193,6,32,0.7,1194,201,202,56,372,205,230,345,112,66,136,132,232,707,248,177,455,147,400,344,362,77,626,944,44,872,686,596,292,624,78,898,1407,20,506,20,91,156,4,336,8,15,0.03,0.58,49,16,0.84,0.83,0.86,0.89,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,-1,True,False
156,HL/2,78,846,45,macdh,148,216,6,32,0.57,843,365,129,66,323,128,34,729,44,189,174,75,177,945,775,521,352,215,994,555,159,133,119,180,666,175,980,623,739,947,417,1336,2240,14,763,42,110,129,26,953,15,22,0.55,0.66,30,35,0.85,0.97,0.99,0.97,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,-1,True,False
157,high,389,624,12,macd,158,16,6,48,0.32,2661,229,70,207,864,160,120,963,194,229,171,219,137,982,492,267,495,50,91,724,46,35,189,221,577,856,900,261,890,594,256,720,853,28,51,32,60,138,26,166,46,20,0.43,0.67,32,14,0.86,0.88,0.81,0.86,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,-1,True,False
158,close,774,1029,14,macd,179,131,6,28,0.34,1968,179,231,201,395,37,111,876,197,12,721,148,141,672,278,378,142,23,232,735,354,22,907,124,973,804,330,205,47,185,118,196,2283,26,848,7,60,97,24,36,5,39,0.04,0.52,12,39,0.84,0.83,0.91,0.85,False,True,True,True,True,False,False,True,True,True,False,True,True,False,False,True,False,-1,True,False
159,OHLC/4,537,1109,19,macds,37,231,6,28,0.89,112,873,146,109,943,159,38,686,206,158,45,114,221,37,587,749,331,166,595,423,141,135,568,943,12,709,452,71,210,515,301,407,2179,22,72,47,65,210,23,602,19,31,0.31,0.84,8,22,0.89,0.93,0.99,0.84,False,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,-1,True,False
160,HLCC/4,645,1303,38,macds,141,7,6,8,0.92,2938,830,119,72,804,61,105,508,193,38,894,89,18,116,836,565,58,24,283,204,38,18,344,818,802,953,738,992,180,783,91,994,2384,34,911,22,88,99,32,980,9,31,0.22,0.74,20,2,0.89,0.97,0.99,0.82,True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,False,-1,True,False
161,low,172,381,44,macd,248,38,6,2,0.02,295,925,45,63,37,60,72,902,117,101,821,187,89,323,881,438,352,144,108,882,452,26,989,840,428,68,46,722,652,993,103,1243,282,39,52,4,102,177,18,606,8,23,0.46,0.61,31,27,0.86,0.92,0.87,0.99,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,False,True,-1,True,False
162,HL/2,392,1491,5,macdh,82,40,6,16,0.33,1197,401,220,171,546,103,142,98,69,231,759,84,157,454,749,128,103,39,841,644,102,46,876,175,925,200,911,267,856,622,291,658,2235,9,473,15,17,23,39,593,10,14,0.66,0.08,25,31,0.89,0.99,0.83,0.91,False,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,-1,True,False
163,low,765,1437,46,macds,31,54,6,28,0.74,175,609,39,204,773,116,100,586,85,32,144,167,156,731,982,800,107,75,458,434,156,30,369,995,906,838,419,171,331,1000,307,815,2297,14,348,6,18,172,37,713,50,22,0.8,0.56,9,48,0.97,0.97,0.89,0.97,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-1,True,False
164,close,520,1267,23,macd,161,237,6,10,0.79,1904,359,243,108,961,77,204,526,89,115,980,174,8,942,997,627,147,28,94,539,166,38,630,283,565,744,895,331,675,86,467,662,728,27,193,33,873,172,11,897,8,41,0.59,0.77,32,7,0.96,0.89,0.87,0.95,True,False,False,True,True,False,True,True,True,False,False,True,False,True,True,False,True,-1,True,False
165,open,696,1029,4,macds,55,236,6,40,0.82,775,617,173,106,857,223,215,570,163,57,337,53,235,935,666,633,338,256,793,266,225,57,994,170,609,53,376,597,911,41,184,1228,361,22,724,65,1232,69,50,180,19,31,0.76,0.07,22,41,0.87,0.95,0.8,0.8,False,True,False,False,True,False,True,False,True,True,True,True,True,False,False,True,True,-1,True,False
166,HL/2,104,560,34,macds,34,224,6,25,0.62,178,952,65,19,992,160,241,628,110,230,906,98,41,245,842,720,265,58,552,535,90,83,854,263,421,958,922,179,655,59,229,1361,583,1,969,19,62,196,30,385,12,9,0.64,0.28,48,42,0.89,0.88,0.89,0.83,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,-1,True,False
167,close,279,828,10,macds,51,101,6,26,0.12,1480,984,180,100,547,115,158,762,195,239,50,178,214,583,993,939,335,202,821,179,492,416,994,776,799,850,2,597,919,20,289,768,89,42,25,41,49,117,10,263,42,19,0.74,0.91,14,47,0.8,0.89,0.89,0.98,False,True,False,True,False,True,False,False,True,False,False,True,True,True,False,False,True,-1,True,False
168,high,614,1142,46,macdh,74,199,6,41,0.05,321,578,14,156,790,13,155,497,103,108,363,235,220,968,319,177,133,114,78,153,89,47,901,291,220,698,636,361,672,342,316,840,1374,29,814,22,107,129,46,122,50,26,0.08,0.98,22,39,0.8,0.96,0.99,0.98,False,True,True,True,True,False,True,False,True,False,True,False,False,True,False,True,False,-1,True,False
169,high,271,1400,38,macdh,195,78,6,7,0.48,1324,954,98,191,470,212,156,659,224,13,930,192,150,334,962,415,440,113,164,114,427,170,851,699,815,205,70,5,959,373,463,746,227,46,623,79,730,23,24,14,34,48,0.22,0.63,25,32,0.94,0.85,0.85,0.92,False,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,True,-1,True,False
170,high,528,1281,28,macd,102,166,6,34,0.21,2849,592,109,250,631,141,226,233,239,215,654,83,230,902,700,271,332,313,680,171,229,30,970,132,714,631,855,593,119,796,496,1355,635,6,849,39,54,18,47,610,35,8,0.84,0.01,8,40,0.82,0.9,0.86,0.8,False,True,True,True,False,False,True,True,False,False,True,False,True,True,True,False,False,-1,True,False
171,open,5,1354,25,macd,186,232,6,17,0.24,2391,467,180,85,275,85,80,585,230,209,88,131,41,277,563,400,295,63,625,509,245,70,428,193,471,420,172,270,545,736,209,1395,2107,14,248,157,973,167,43,236,13,4,0.95,0.51,35,33,0.81,0.88,0.85,0.9,True,True,True,True,True,False,False,True,False,True,False,True,True,False,False,True,True,-1,True,False
172,low,168,280,43,macd,81,90,6,6,0.79,2478,744,138,21,564,148,178,197,108,155,55,12,48,416,136,114,448,242,822,479,220,152,874,858,406,239,200,180,738,221,416,479,437,14,429,14,62,24,34,341,39,31,0.67,0.69,39,41,0.98,0.82,0.93,0.85,True,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,-1,True,False
173,high,360,503,50,macdh,10,112,6,46,0.08,2074,441,89,107,830,249,196,128,43,178,465,236,66,485,850,660,489,470,722,209,192,164,764,674,409,123,291,224,897,255,4,236,798,30,352,45,104,29,16,25,36,29,0.72,0.83,45,22,0.94,0.91,0.83,0.93,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,-1,True,False
174,open,288,550,34,macd,138,227,6,16,0.44,2126,522,136,118,412,131,102,14,16,190,256,27,165,419,726,537,307,101,208,151,25,24,108,837,577,650,460,980,696,116,289,900,89,35,865,37,72,188,25,968,45,8,0.55,0.12,14,40,0.94,0.83,0.91,0.94,True,False,False,True,False,False,False,True,False,False,True,True,True,True,True,False,False,-1,True,False
175,OHLC/4,568,1456,12,macds,48,210,6,39,0.13,1041,765,196,117,424,26,170,507,207,30,848,195,58,331,929,858,316,258,585,308,231,184,826,42,558,301,376,922,526,207,181,502,1627,33,200,3,52,2,34,43,15,10,0.56,0.11,22,27,0.91,0.94,0.8,0.88,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,-1,True,False
176,close,773,1342,45,macds,106,158,6,21,0.04,2456,726,183,100,67,169,116,844,107,99,592,169,158,535,875,470,332,139,359,266,94,18,561,745,729,291,915,945,77,928,107,604,442,18,551,13,96,41,23,405,21,30,0.14,0.25,28,42,0.92,0.8,0.83,0.92,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,-1,True,False
177,open,545,572,29,macd,177,9,6,43,0.37,275,399,160,162,658,140,106,868,15,17,153,143,88,482,659,880,268,81,249,749,224,137,38,951,839,368,327,549,851,537,326,1175,1372,34,993,19,70,109,50,877,4,3,0.84,0.81,11,45,0.85,0.88,0.96,0.99,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,True,True,-1,True,False
178,HLCC/4,147,1065,38,macdh,227,76,6,2,0.8,356,52,167,51,900,237,37,189,203,54,420,66,27,60,830,802,408,195,72,722,473,51,515,412,118,153,242,928,744,727,275,719,86,34,248,176,621,17,21,616,28,44,0.09,0.35,22,2,0.87,0.8,0.87,0.83,False,False,False,True,True,True,True,False,True,True,False,True,False,False,True,True,True,-1,True,False
179,close,201,1181,11,macdh,180,36,6,22,0.76,2572,435,59,117,563,243,239,815,101,3,382,30,212,106,509,507,399,73,701,622,168,134,853,270,173,690,48,733,827,345,99,496,960,11,5,2,3,105,31,418,19,26,0.76,0.67,45,44,0.8,0.98,0.92,0.97,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,-1,True,False
180,HLC/3,422,1221,9,macdh,229,40,6,9,0.67,285,980,22,183,86,138,98,559,50,220,527,73,74,3,748,448,91,76,790,529,145,4,298,323,587,16,541,734,83,780,288,908,1713,1,230,10,91,95,11,738,29,39,0.32,0.23,50,48,0.86,0.98,0.84,0.85,False,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,-1,True,False
181,high,257,540,29,macds,26,147,6,9,0.56,1287,125,176,72,952,200,235,757,55,28,638,204,211,746,583,190,99,97,171,399,255,63,975,436,519,744,502,715,516,246,137,489,393,3,708,2,90,110,41,488,9,10,0.78,0.3,42,47,0.94,0.87,0.98,0.84,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,-1,True,False
182,HLC/3,612,1284,27,macd,161,128,6,19,0.37,1430,937,68,73,545,239,110,197,238,72,672,138,71,984,594,487,267,74,52,499,371,49,921,313,532,902,748,517,6,424,60,1011,549,24,33,34,104,83,40,840,49,28,0.24,0.71,24,34,0.89,0.86,0.82,0.93,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,-1,True,False
183,close,580,892,18,macds,91,113,6,3,0.9,1501,700,98,139,691,86,131,951,82,17,710,179,232,465,516,360,491,145,574,376,96,22,52,32,905,688,226,769,916,367,197,1121,599,4,60,42,94,78,18,848,49,28,0.76,0.23,25,32,0.96,0.98,0.87,0.95,True,True,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,-1,True,False
184,high,375,778,11,macd,106,86,6,21,0.05,1017,304,153,155,251,207,98,102,243,17,107,72,246,691,962,478,414,117,599,462,361,243,941,580,639,609,741,989,357,230,451,1317,426,48,588,399,1156,173,19,379,39,20,0.56,0.31,17,24,0.9,0.94,0.91,0.82,False,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False,-1,True,False
185,OHLC/4,32,85,31,macdh,160,245,6,22,0.78,1239,231,238,43,117,48,110,704,28,85,527,64,232,456,616,586,403,278,615,580,418,154,471,195,426,581,516,998,934,173,195,1313,570,3,950,3,1033,78,31,983,21,42,0.49,0.21,49,38,0.96,0.81,0.88,0.82,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,True,False,-1,True,False
186,HLCC/4,29,1463,36,macds,207,16,6,33,0.61,1101,749,48,246,713,151,100,25,113,119,784,201,11,476,743,718,364,189,773,523,82,45,574,931,746,815,27,566,148,309,195,1205,845,26,290,33,94,28,43,453,50,16,0.97,0.66,5,16,0.86,0.84,0.85,0.9,False,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,-1,True,False
187,high,351,831,27,macdh,72,34,6,5,0.32,581,763,3,205,652,94,204,458,80,48,116,111,233,434,797,505,465,300,204,799,188,169,529,332,41,825,548,939,776,684,408,636,1786,22,661,22,101,86,1,182,10,42,0.58,0.64,8,37,0.93,0.99,0.99,0.88,False,False,True,True,True,False,False,True,True,True,False,False,True,True,False,True,False,-1,True,False
188,HLC/3,74,815,12,macdh,64,175,6,45,0.05,729,146,112,100,343,211,79,540,83,61,788,29,191,925,775,580,289,109,586,578,121,91,135,583,447,114,263,490,678,43,151,647,1568,37,802,20,33,33,13,416,31,4,0.93,0.75,45,37,0.96,0.9,0.98,0.87,True,False,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,-1,True,False
189,close,191,779,29,macdh,117,62,6,24,0.83,1906,879,166,106,542,47,101,30,168,108,301,42,49,917,425,207,362,329,565,236,105,43,89,169,412,908,879,760,70,900,47,1323,168,15,81,35,40,49,27,480,36,12,0.9,0.23,9,22,0.95,0.97,0.83,0.91,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,-1,True,False
190,HLCC/4,156,1491,43,macd,55,91,6,31,0.73,1780,258,76,126,430,213,136,656,198,18,382,159,242,250,780,233,206,191,165,461,195,155,948,643,169,243,359,457,78,619,201,862,1947,25,959,50,64,193,1,5,1,48,0.07,0.2,44,11,0.81,0.87,0.84,0.91,False,True,False,True,False,True,True,True,True,False,False,True,False,False,False,True,False,-1,True,False
191,low,75,727,48,macdh,62,75,6,32,0.99,1274,806,86,36,487,98,190,262,56,234,897,205,21,635,949,977,255,136,598,520,227,12,806,138,393,579,605,584,407,574,101,316,831,8,739,396,744,144,22,507,13,48,0.73,0.01,28,49,0.81,0.91,0.86,0.82,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,-1,True,False
192,close,8,372,40,macd,100,115,6,22,0.16,180,289,130,203,477,139,80,861,174,112,210,240,159,136,961,874,347,16,435,232,192,128,460,705,635,509,186,463,998,970,22,810,1001,46,243,81,721,62,34,407,31,30,0.8,0.1,13,24,0.9,0.89,0.89,0.91,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,-1,True,False
193,high,687,776,23,macd,243,103,6,46,0.97,1224,733,68,13,606,14,125,586,145,110,679,12,229,260,957,246,420,207,138,458,321,36,732,962,174,382,789,636,219,1000,149,850,1334,33,213,19,106,19,26,90,22,20,0.67,0.93,2,8,0.8,0.96,0.88,0.91,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,True,-1,True,False
194,OHLC/4,800,1001,17,macd,185,146,6,15,0.71,460,790,142,137,581,154,102,14,2,202,711,121,206,28,505,409,354,156,833,391,259,193,644,939,474,624,837,882,278,273,20,173,1480,3,671,18,59,209,45,160,4,50,0.29,0.84,18,10,0.93,0.9,0.82,0.83,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,-1,True,False
195,open,361,522,37,macd,201,26,6,44,0.22,76,795,116,144,213,204,201,284,218,76,642,146,222,106,916,589,288,208,894,237,363,209,190,21,766,171,445,776,821,191,47,1261,927,42,323,49,105,101,1,213,16,46,0.95,0.14,40,16,0.94,0.99,0.89,0.9,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,-1,True,False
196,HL/2,87,819,8,macd,187,83,6,18,0.12,1599,453,9,249,847,56,142,835,241,43,950,16,171,881,795,606,466,288,120,539,483,183,331,338,90,95,748,971,479,759,332,1108,1316,4,484,48,108,195,26,648,26,8,0.63,0.51,21,10,0.98,0.94,0.91,0.94,False,False,False,True,True,False,True,True,True,True,True,False,True,True,False,True,False,-1,True,False
197,low,641,862,16,macd,77,250,6,6,0.81,2835,108,23,241,9,232,131,173,83,19,689,219,30,90,692,345,398,66,429,313,248,11,815,724,48,636,55,966,904,98,478,689,2268,40,122,20,67,148,48,880,31,15,0.89,0.33,4,12,0.96,0.83,0.83,0.97,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,-1,True,False
198,HLC/3,381,1109,21,macdh,229,148,6,45,0.14,2684,301,197,115,985,12,113,646,185,105,908,168,204,129,708,432,324,129,114,767,256,6,899,306,965,797,231,819,204,539,440,1184,2154,19,912,11,32,80,42,136,44,39,0.65,0.85,6,7,0.9,0.87,0.87,0.83,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,-1,True,False
199,HLCC/4,66,796,42,macd,117,234,6,18,0.05,2845,457,97,57,136,168,7,569,93,156,337,224,163,374,974,899,331,202,176,340,72,6,684,365,91,189,206,564,709,756,170,1207,2238,35,648,3,85,12,18,405,5,9,0.58,0.1,7,29,0.84,0.96,0.88,0.89,False,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,False,-1,True,False
200,open,417,1372,45,macd,97,215,6,22,0.84,2544,908,111,30,386,149,13,675,94,146,203,104,20,719,458,231,349,166,131,108,116,74,851,879,424,197,201,120,789,931,23,488,111,34,34,4,62,91,31,982,38,49,0.1,0.02,9,8,0.92,0.8,0.99,0.82,True,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True,False,-1,True,False
