,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,n_clusters_best_low,n_clusters_best_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
59,HLC/3,142,993,25,macd,226,132,6,10,0.56,284,92,58,55,457,204,165,324,66,238,104,238,149,132,719,305,388,165,771,325,219,29,214,644,25,112,32,725,896,999,303,1120,1411,21,296,2,8,174,29,244,43,21,0.78,0.86,38,8,0.9,0.87,0.83,0.8,False,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,True,-1,True,False
60,HL/2,135,705,27,macd,167,228,6,21,0.34,1796,236,97,75,645,82,20,153,81,225,746,180,218,767,818,596,353,138,922,674,240,5,432,933,997,760,977,232,393,947,308,693,2197,43,930,29,78,113,14,270,23,44,0.76,0.02,22,36,0.81,0.97,0.97,0.94,False,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False,-1,True,False
61,HLCC/4,773,1366,34,macd,25,249,6,14,0.39,1244,472,218,94,751,210,242,646,201,215,307,23,220,86,280,652,295,68,148,810,253,54,211,233,603,975,629,371,276,933,8,726,664,30,209,25,75,7,18,871,31,27,0.95,0.88,4,18,0.84,0.95,0.82,0.84,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,False,False,-1,True,False
62,OHLC/4,87,315,18,macdh,109,178,6,3,0.79,2412,434,117,170,82,189,20,74,35,148,41,9,36,896,507,273,448,256,242,59,498,351,42,231,811,15,855,897,670,132,49,1214,2456,9,315,50,110,27,24,134,42,26,0.81,0.68,30,19,0.84,0.84,0.86,0.84,True,True,False,False,False,True,True,True,False,True,False,True,True,False,False,False,False,-1,True,False
63,close,521,1465,15,macds,242,106,6,34,0.47,1523,155,9,171,353,242,83,59,167,33,412,49,231,132,990,857,140,79,949,385,94,39,718,727,969,414,609,19,659,215,280,289,476,33,231,21,29,84,39,827,41,27,0.73,0.42,8,10,0.93,0.95,0.84,0.89,True,False,False,False,True,False,False,True,True,False,False,True,True,True,False,False,True,-1,True,False
64,HL/2,50,1213,29,macds,196,28,6,42,0.55,2724,264,89,64,400,111,166,798,242,186,294,245,2,482,939,809,370,195,53,502,260,181,549,304,459,728,959,795,423,337,88,520,1791,1,613,47,92,5,44,589,44,5,0.24,0.01,25,5,0.83,0.85,0.91,0.93,True,True,False,False,True,True,False,True,False,True,True,True,True,True,False,True,False,-1,True,False
65,open,313,439,48,macd,203,229,6,42,0.45,908,479,120,13,170,38,50,523,128,201,988,224,88,169,696,793,75,71,715,240,425,406,630,353,789,212,559,684,574,542,47,328,2000,33,422,27,32,10,32,35,31,2,0.29,0.89,22,34,0.84,0.89,0.8,0.91,False,False,False,True,False,True,True,True,False,False,True,True,False,True,True,True,True,-1,True,False
66,HLCC/4,515,1163,50,macd,53,101,6,48,0.28,1309,523,189,92,368,47,247,470,211,67,209,224,161,192,796,578,27,18,836,536,457,111,301,812,727,552,359,384,75,326,32,336,533,13,970,113,1281,153,49,400,44,11,0.52,0.66,50,23,0.8,0.88,0.94,0.97,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,-1,True,False
67,high,47,868,43,macd,35,3,6,29,0.4,582,219,27,249,450,28,58,501,158,187,848,144,5,291,339,321,364,351,659,253,242,137,528,96,487,945,183,340,364,752,290,411,2120,27,189,27,39,102,45,387,12,32,0.25,0.23,28,4,0.82,0.95,0.83,0.9,False,False,False,False,True,True,True,False,True,False,True,True,False,False,False,True,False,-1,True,False
68,HLC/3,302,1186,13,macd,30,39,6,30,0.65,728,135,166,164,75,229,159,572,173,204,117,157,38,398,813,496,324,168,197,989,123,101,962,858,691,791,212,939,294,978,470,1052,572,29,347,5,1093,49,32,605,45,45,0.98,0.49,44,20,0.96,0.98,0.86,0.97,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False,True,True,-1,True,False
69,high,377,713,40,macd,189,49,6,36,0.9,318,481,63,75,629,133,120,58,127,141,146,146,186,684,901,426,401,146,149,692,479,49,994,401,197,501,683,334,559,939,108,343,2123,18,915,19,38,176,34,315,9,30,0.78,0.04,20,37,0.86,0.92,0.86,0.93,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,-1,True,False
70,OHLC/4,659,1379,42,macdh,164,72,6,24,0.67,97,515,125,107,250,185,198,282,190,99,622,170,122,140,431,397,238,7,196,757,489,122,844,837,822,242,844,587,350,841,250,805,81,22,927,7,13,36,11,895,22,40,0.19,0.28,39,40,0.83,0.96,0.93,0.99,True,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,-1,True,False
71,HLCC/4,490,647,4,macds,139,57,6,2,0.31,2904,444,159,161,481,73,87,528,17,223,632,67,144,825,854,511,408,146,712,554,388,87,25,276,76,326,324,749,431,169,423,704,542,12,935,28,38,181,38,254,9,50,0.1,0.44,46,10,0.8,0.9,0.83,0.99,True,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,-1,True,False
72,HLCC/4,187,754,19,macd,27,243,6,45,0.53,972,462,91,121,227,63,180,584,220,177,712,139,165,874,145,509,117,13,418,195,475,399,438,620,230,266,842,702,190,604,474,1153,92,23,553,42,98,184,22,970,22,6,0.54,0.07,38,39,0.81,0.9,0.92,0.96,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,-1,True,False
73,high,31,287,23,macds,209,215,6,24,0.9,399,751,177,136,244,85,98,239,42,222,371,56,209,607,621,398,143,5,235,496,439,153,359,286,912,409,893,365,581,902,288,569,277,24,653,39,60,40,17,44,19,39,0.77,0.37,2,21,0.9,0.81,0.89,0.91,False,True,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,-1,True,False
74,HL/2,275,884,37,macds,114,105,6,43,0.07,1124,726,248,5,741,137,230,712,179,115,503,17,57,286,599,425,429,113,162,426,343,220,300,628,210,141,918,133,148,645,471,1043,2053,33,221,5,79,122,24,879,46,40,0.87,0.32,19,3,0.84,0.93,0.84,0.8,True,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,-1,True,False
75,open,508,655,32,macds,99,155,6,17,0.69,1474,677,204,92,850,11,101,246,10,39,945,35,41,758,759,603,483,223,550,277,43,27,38,895,950,3,292,904,174,46,484,1187,489,40,172,12,31,5,2,495,42,12,0.98,0.36,35,14,0.83,0.91,0.85,0.96,True,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,-1,True,False
76,open,494,885,16,macdh,148,157,6,24,0.1,53,985,76,140,198,173,67,231,73,20,864,215,213,453,970,890,406,224,223,740,143,119,182,9,147,185,57,595,546,741,172,802,2007,1,6,25,83,110,35,311,43,22,0.08,0.87,18,9,0.86,0.99,0.88,0.89,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,-1,True,False
77,HLCC/4,613,1128,32,macds,176,43,6,30,0.05,130,306,122,5,996,22,98,744,200,10,815,47,222,249,877,529,345,258,119,811,225,70,264,47,558,937,837,557,991,567,174,1382,1208,48,467,435,634,109,6,876,2,27,0.86,0.7,33,12,0.92,0.81,0.82,0.95,True,True,False,True,True,True,True,True,False,True,True,False,False,True,True,False,False,-1,True,False
78,HLC/3,483,1035,48,macd,182,56,6,9,0.43,102,921,90,189,290,54,226,128,25,77,752,11,29,268,673,515,366,279,112,108,299,15,316,512,85,989,83,559,748,214,132,1226,253,20,426,25,62,118,46,889,8,26,0.56,0.27,29,28,0.85,0.85,0.86,0.86,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,False,False,-1,True,False
79,HLC/3,512,1197,35,macds,4,93,6,11,0.09,773,95,226,115,822,61,106,348,203,109,905,159,88,893,699,76,251,22,932,328,244,123,155,467,896,797,969,795,297,480,200,547,566,29,448,10,24,190,42,361,10,14,0.36,0.9,14,15,0.95,0.86,0.87,0.97,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,-1,True,False
80,open,53,452,11,macds,81,2,6,36,0.42,277,616,224,100,619,106,22,571,40,234,171,96,217,871,167,682,417,343,639,520,107,48,580,505,880,156,21,183,43,819,76,988,2497,21,969,3,33,19,31,819,4,13,0.36,0.66,42,15,0.81,0.92,0.94,0.82,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,-1,True,False
81,OHLC/4,401,1080,44,macd,193,204,6,13,0.83,1388,816,34,162,177,96,239,457,207,241,607,157,68,188,915,849,74,69,237,576,438,216,237,809,693,307,255,450,979,332,276,1159,100,19,17,30,68,137,40,420,5,9,0.32,0.06,1,7,0.9,0.91,0.84,0.83,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,-1,True,False
82,HLC/3,760,1191,14,macds,73,213,6,47,0.33,1775,872,219,33,335,39,249,746,106,24,462,214,75,270,757,496,303,182,150,91,439,157,385,563,40,422,151,144,355,157,275,1056,68,13,237,28,45,80,36,413,13,39,0.06,0.27,1,28,0.89,0.83,0.87,0.92,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,False,-1,True,False
83,OHLC/4,252,651,25,macds,214,101,6,47,0.11,1038,23,214,248,4,21,250,619,123,2,555,48,199,975,826,563,213,24,860,264,176,40,996,855,58,545,313,354,932,241,53,796,1553,20,123,10,40,124,41,536,25,48,0.08,0.93,24,26,0.81,0.82,0.87,0.82,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,-1,True,False
84,HL/2,569,1067,18,macds,240,127,6,39,0.99,851,228,247,111,773,107,126,4,120,158,723,132,106,898,806,289,103,10,242,828,137,99,142,837,186,645,998,244,809,385,303,1346,805,40,36,38,107,180,23,139,47,45,0.59,0.67,40,13,0.82,0.95,0.87,0.97,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,-1,True,False
85,HL/2,557,955,5,macdh,162,62,6,34,0.51,2101,470,40,241,913,155,7,290,70,18,315,238,86,230,292,647,474,290,153,952,280,30,544,705,645,551,712,744,103,64,198,355,2184,2,837,39,70,171,30,765,49,25,0.6,0.53,3,4,0.88,0.9,0.96,0.85,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,-1,True,False
86,high,425,1116,45,macds,222,105,6,23,0.14,1890,708,125,103,172,93,231,738,245,191,582,59,180,747,598,898,204,31,152,120,150,134,799,826,512,990,477,164,569,833,204,1167,899,42,422,38,54,91,29,302,42,42,0.3,0.58,39,38,0.92,0.99,0.95,0.81,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,True,True,-1,True,False
87,HLC/3,474,1134,50,macdh,119,156,6,7,0.43,2566,99,172,167,981,163,191,715,175,204,450,190,19,651,845,461,210,8,878,323,83,62,1000,77,659,48,184,238,174,243,177,645,1246,37,905,120,754,210,50,331,22,13,0.52,0.49,20,32,0.9,0.94,0.96,0.9,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,-1,True,False
88,low,32,1287,27,macds,19,101,6,36,0.99,256,597,82,147,210,6,135,74,66,234,782,128,85,432,785,677,428,287,907,545,368,262,894,380,611,199,730,255,700,928,334,485,631,18,667,66,608,88,37,528,17,31,0.33,0.87,13,38,0.89,0.82,0.93,0.91,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,-1,True,False
89,HL/2,125,595,11,macdh,120,83,6,33,0.26,472,980,72,134,543,178,82,639,54,200,816,198,138,812,933,448,295,132,449,137,120,103,880,407,366,680,578,72,813,382,161,184,574,23,508,4,40,194,32,340,33,16,0.29,0.66,10,50,0.9,0.98,0.86,0.86,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,-1,True,False
90,HLC/3,237,609,24,macds,242,4,6,21,0.6,238,900,228,80,819,172,228,679,250,122,159,61,44,991,926,701,450,232,191,190,203,120,393,185,359,575,123,195,49,174,284,380,518,2,360,254,840,175,33,59,17,19,0.19,0.04,4,35,0.97,0.95,0.97,0.81,True,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,False,-1,True,False
91,high,513,1368,28,macdh,141,194,6,45,0.92,989,910,103,166,762,3,179,249,37,250,60,197,178,740,973,394,211,117,857,451,368,275,470,368,322,129,681,533,689,468,212,852,1514,23,295,34,59,42,39,942,33,39,0.43,0.24,15,38,0.81,0.93,0.98,0.84,True,True,True,True,False,True,False,True,True,True,True,False,False,True,True,False,False,-1,True,False
92,OHLC/4,409,876,14,macd,132,105,6,45,0.75,2168,833,59,179,18,107,130,404,172,164,173,182,223,290,962,264,494,382,142,99,426,293,290,758,652,447,427,338,308,734,191,1318,764,45,889,41,106,136,15,251,22,4,0.51,0.64,29,44,0.88,0.93,0.84,0.96,True,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,False,-1,True,False
93,low,552,735,33,macd,219,180,6,9,0.93,1554,428,193,187,541,162,232,888,217,215,889,69,65,482,732,425,329,156,207,127,286,17,191,74,481,52,311,423,410,632,292,885,2329,9,211,5,108,168,36,604,5,48,0.81,0.31,43,41,0.8,0.94,0.99,0.86,True,False,True,True,False,True,True,False,True,False,True,True,False,False,True,True,True,-1,True,False
94,open,347,1288,34,macd,57,52,6,47,0.37,1996,75,95,30,169,217,234,541,165,168,514,170,7,778,587,755,372,96,829,95,436,253,142,741,809,803,206,541,887,117,287,1008,1822,48,59,149,807,37,42,90,29,50,0.84,0.27,3,10,0.87,0.89,0.94,0.95,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,-1,True,False
95,open,172,830,24,macdh,104,220,6,8,0.95,625,920,201,52,511,23,88,701,232,250,863,192,9,436,381,207,188,102,205,808,276,21,669,464,490,342,663,267,447,683,339,544,2165,33,953,341,443,189,33,549,14,21,0.39,0.77,22,14,0.85,0.84,0.9,0.81,True,True,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True,-1,True,False
96,open,759,1485,11,macdh,182,68,6,44,0.42,1782,493,126,130,734,242,161,194,147,165,503,11,128,581,895,623,406,70,272,202,149,6,701,599,423,534,535,125,941,809,350,1032,280,11,17,28,65,148,18,464,45,43,0.98,0.81,16,23,0.88,0.94,0.81,0.96,False,True,False,True,True,True,True,False,True,False,True,True,True,False,True,True,True,-1,True,False
97,low,560,705,37,macdh,84,91,6,26,0.04,502,20,37,53,677,183,51,527,227,242,479,192,227,154,494,389,176,6,177,351,316,88,858,892,228,429,889,83,444,204,149,457,1511,25,269,6,10,19,43,172,33,1,0.03,0.97,36,3,0.86,0.93,0.88,0.88,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,-1,True,False
98,close,111,1420,30,macdh,217,155,6,3,0.7,1691,344,45,52,628,83,25,348,161,162,246,108,131,293,561,472,407,206,977,519,209,89,371,693,602,724,595,952,206,955,214,568,2422,50,362,36,73,41,13,238,1,43,0.43,0.76,49,5,0.9,0.99,0.95,0.87,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,-1,True,False
99,open,75,1162,36,macd,191,41,6,15,0.39,1123,856,176,57,863,153,185,879,168,228,354,115,181,30,314,923,173,119,232,601,491,31,180,569,3,590,833,490,195,293,370,442,1492,39,451,272,730,91,25,720,14,41,0.99,0.94,8,41,0.99,0.82,0.86,0.96,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,-1,True,False
100,high,529,1076,48,macdh,239,232,6,29,0.72,894,686,2,168,544,28,199,678,38,91,6,227,68,984,541,333,192,110,118,104,471,47,340,81,512,994,513,800,58,474,258,1354,2452,47,559,23,24,60,4,126,7,43,0.49,0.3,46,3,0.89,0.94,0.94,0.9,True,True,True,False,True,True,True,False,False,True,False,True,False,True,True,True,True,-1,True,False
101,HL/2,215,1050,16,macdh,175,117,6,35,0.22,2428,581,147,128,607,242,204,317,139,115,853,100,165,864,940,782,287,57,713,670,96,38,948,336,711,145,176,6,860,654,74,951,2205,15,710,10,95,174,18,664,12,36,0.67,0.04,30,3,0.85,0.85,0.94,0.91,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,-1,True,False
102,low,302,1143,32,macds,192,91,6,3,0.76,666,887,89,137,439,129,163,69,184,168,709,6,28,394,749,284,137,118,187,134,56,26,627,48,28,578,955,672,530,619,441,694,2295,10,99,325,363,160,37,411,46,11,0.67,0.87,50,50,0.89,0.94,0.98,0.94,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,-1,True,False
103,HL/2,109,1297,50,macdh,227,183,6,16,0.98,1048,337,243,126,287,211,183,473,143,2,963,44,153,271,152,398,110,62,716,679,156,75,25,608,512,985,681,900,403,238,144,555,772,37,585,46,50,65,12,886,15,22,0.7,0.12,26,38,0.93,0.93,0.86,0.94,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,-1,True,False
104,open,101,1318,43,macds,60,209,6,29,0.9,865,867,137,78,734,75,166,545,7,178,768,233,222,61,704,357,284,78,194,722,71,58,418,870,930,989,311,736,373,981,81,1146,49,19,56,86,550,143,16,264,8,44,0.24,0.28,5,39,0.97,0.96,0.88,0.89,False,True,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,-1,True,False
105,close,260,1320,44,macds,52,47,6,1,0.49,1640,234,184,152,362,4,194,123,101,52,267,125,55,344,297,201,125,72,175,173,497,469,190,836,32,319,137,537,761,144,324,586,2407,36,107,331,478,189,30,622,26,23,0.28,0.41,11,9,0.81,0.87,0.84,0.94,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,False,-1,True,False
106,OHLC/4,323,1445,42,macdh,50,103,6,8,0.54,2934,760,222,235,721,85,216,512,68,73,909,58,151,512,995,631,460,164,65,41,361,272,590,963,865,609,239,152,95,6,243,1355,772,35,400,10,83,113,25,426,46,12,0.41,0.1,14,6,0.87,0.97,0.85,0.93,False,True,True,True,False,False,False,True,True,True,False,True,False,True,True,False,True,-1,True,False
107,HL/2,229,586,37,macdh,220,68,6,27,0.45,610,653,204,52,905,217,211,655,151,245,517,192,36,549,312,157,420,23,164,37,428,139,273,79,20,64,889,633,12,387,434,910,1369,12,289,27,104,110,45,336,45,2,0.48,0.22,42,50,0.87,0.95,0.88,0.89,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,True,-1,True,False
108,HLC/3,319,680,46,macds,10,232,6,13,0.88,1630,476,198,114,323,3,199,641,96,217,621,224,46,711,795,616,197,111,999,226,243,30,917,562,577,496,516,148,755,505,202,1237,162,9,258,56,1394,152,23,71,19,32,0.49,0.09,23,17,0.93,0.87,0.91,0.85,False,True,True,True,True,True,False,True,True,False,True,False,True,False,True,False,True,-1,True,False
109,close,281,1235,9,macd,141,156,6,30,0.83,2824,671,106,152,25,29,103,617,212,50,526,61,6,924,352,544,137,62,344,62,357,344,385,802,892,712,246,760,557,868,44,1243,808,24,780,111,839,32,11,58,31,8,0.96,0.09,44,42,0.93,0.89,0.94,0.99,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,-1,True,False
110,open,22,540,47,macdh,238,188,6,22,0.96,1635,296,219,198,950,114,15,736,79,107,972,106,79,415,940,714,461,226,890,694,265,231,388,59,795,162,618,571,928,718,31,684,932,4,948,21,60,46,30,455,1,46,0.09,0.06,24,10,0.8,0.83,0.87,0.84,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,True,False,-1,True,False
111,high,230,857,26,macds,137,132,6,30,0.2,2141,216,28,5,521,55,83,724,24,235,94,155,184,755,345,886,443,403,183,608,228,129,68,958,450,464,111,284,861,605,158,810,41,22,619,48,92,5,47,187,39,38,0.8,0.56,11,40,0.97,0.91,0.82,0.89,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,True,True,-1,True,False
112,high,470,1333,28,macds,155,165,6,19,0.88,2285,951,145,187,812,220,112,905,179,135,651,50,38,77,914,559,165,64,180,143,444,246,860,689,509,756,546,209,312,198,109,511,47,23,82,407,1054,11,31,593,23,20,0.69,0.86,16,12,0.89,0.88,0.94,0.98,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,True,False,-1,True,False
113,HLC/3,62,297,27,macds,73,163,6,45,0.7,657,805,21,147,17,193,6,469,16,217,601,145,3,559,828,401,328,69,871,831,293,206,654,99,210,742,305,748,217,759,162,302,2205,37,526,42,62,172,14,504,14,18,0.61,0.8,28,29,0.82,0.84,0.82,0.83,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,-1,True,False
114,OHLC/4,357,1097,5,macdh,134,231,6,40,0.7,1072,231,118,109,83,130,153,753,83,186,442,238,131,883,991,861,252,197,292,117,222,182,966,537,633,608,681,35,626,221,59,1243,1917,18,409,44,91,175,42,356,38,2,0.33,0.18,30,30,0.92,0.89,0.81,0.89,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,-1,True,False
115,OHLC/4,609,737,7,macdh,184,144,6,2,0.37,1848,77,248,200,278,206,112,517,208,77,714,53,70,31,621,352,124,96,914,904,461,182,394,112,12,995,55,68,282,390,231,349,599,30,407,69,750,154,36,23,8,38,0.79,0.24,29,43,0.9,0.84,0.92,0.85,True,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,False,-1,True,False
116,close,91,1392,28,macds,206,81,6,30,0.28,1510,180,234,220,282,62,12,474,4,220,541,159,140,243,405,340,251,159,911,340,442,337,697,302,799,653,448,343,274,42,70,174,1128,12,129,440,1303,48,29,578,14,31,0.97,0.86,19,47,0.94,0.81,0.9,0.8,False,False,False,True,True,True,False,True,False,False,True,True,True,False,False,True,True,-1,True,False
117,HLC/3,387,934,13,macds,49,89,6,22,0.99,1146,509,110,203,433,145,203,618,199,87,501,16,20,607,816,293,380,52,250,184,437,307,152,326,144,679,610,585,614,263,365,1312,1783,37,177,7,97,188,48,217,42,16,0.34,0.78,27,31,0.93,0.99,0.81,0.96,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,-1,True,False
118,close,558,1422,23,macd,54,232,6,47,0.93,2988,418,40,19,339,149,60,784,140,10,389,210,160,753,746,829,346,137,470,406,350,199,238,703,210,229,913,494,218,591,192,616,506,7,176,3,25,127,43,590,20,46,0.67,0.55,6,15,0.8,0.84,0.98,0.88,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,-1,True,False
119,HLCC/4,94,1068,46,macdh,90,131,6,49,0.9,577,139,34,59,293,201,205,954,160,136,299,57,122,29,808,486,445,379,239,118,425,387,286,668,283,736,66,995,153,585,241,268,104,8,36,32,36,165,19,644,17,42,0.87,0.71,19,38,0.97,0.81,0.81,0.99,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,-1,True,False
120,HLC/3,387,999,43,macdh,219,149,6,35,0.4,1596,390,127,247,324,34,81,622,183,27,695,163,250,411,512,134,498,402,888,787,194,130,253,277,480,149,460,154,774,485,352,1355,616,50,879,38,92,204,43,807,39,37,0.71,0.54,3,37,0.87,0.83,0.85,0.95,True,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,False,-1,True,False
121,low,142,309,45,macds,37,217,6,13,0.6,1291,117,26,239,993,133,119,84,89,163,924,39,243,977,720,610,204,200,917,261,99,8,668,28,947,817,460,127,579,901,213,780,1477,29,427,31,39,101,7,905,9,6,0.06,0.67,15,40,0.86,0.94,0.99,0.91,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,-1,True,False
122,HL/2,340,1312,50,macds,214,75,6,5,0.73,157,59,201,42,529,9,143,222,199,158,151,67,115,694,868,498,427,40,155,355,337,330,721,683,274,614,780,135,110,351,282,308,303,14,225,18,53,140,43,860,31,33,0.86,0.85,4,6,0.99,0.81,0.88,0.94,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,-1,True,False
123,close,336,748,28,macd,202,103,6,22,0.69,870,939,44,248,668,91,106,910,76,117,900,132,64,452,574,485,274,36,218,155,113,95,950,789,325,291,484,842,984,761,235,796,32,29,58,7,44,141,32,497,23,13,0.36,0.57,4,42,0.95,0.95,0.91,0.83,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,-1,True,False
124,HL/2,427,942,41,macd,198,136,6,33,0.97,1156,66,147,46,802,161,233,113,7,209,245,67,154,794,979,867,393,220,875,744,468,161,712,830,128,617,681,745,663,638,218,957,2167,25,695,158,816,90,16,797,48,1,0.99,0.11,45,38,0.94,0.95,0.85,0.82,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,-1,True,False
125,HLC/3,702,971,30,macdh,36,205,6,30,0.59,1654,931,242,223,925,85,117,936,234,66,196,227,89,529,892,425,433,201,239,219,132,60,443,821,139,557,871,615,619,832,491,858,2473,19,705,9,108,188,47,429,3,8,0.13,0.82,8,21,0.81,0.95,0.96,0.94,True,False,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,-1,True,False
126,HLCC/4,82,612,49,macds,91,102,6,8,0.21,321,95,190,111,179,182,8,119,30,201,903,169,90,90,558,367,268,111,113,74,68,64,472,468,547,920,786,497,875,622,405,1332,973,41,118,50,64,204,32,516,19,39,0.97,0.42,48,31,0.87,0.86,0.85,0.8,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,-1,True,False
127,close,603,1025,7,macd,190,179,6,11,0.29,2029,901,92,147,183,183,47,550,43,132,453,143,115,200,715,739,310,250,60,678,423,346,623,917,628,779,727,419,676,935,212,946,584,2,381,8,45,207,40,62,45,17,0.87,0.72,19,15,0.88,0.86,0.87,0.85,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,-1,True,False
128,low,424,786,40,macds,108,163,6,32,0.88,2487,304,23,114,955,178,237,897,176,63,705,54,87,564,206,356,266,43,150,120,480,389,116,701,210,644,240,34,758,271,436,633,12,8,462,4,29,125,11,264,8,23,0.84,0.75,33,23,0.85,0.91,0.9,0.83,False,False,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,-1,True,False
129,OHLC/4,582,645,48,macdh,139,62,6,8,0.24,409,164,27,105,16,242,221,981,17,29,416,47,107,114,915,332,169,34,203,568,377,34,445,621,768,394,382,623,10,382,119,458,844,30,2,41,71,53,34,336,41,38,0.48,0.37,45,21,0.94,0.87,0.89,0.91,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,-1,True,False
