score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell
0.0,36914.79918338211,0.33027763535623766,0.07408625747278393,0.8853966942795141,0.31280481652148456,3.499663947102959,20.375000716649065,39.0,33.0,72.0,0.57,0.7777777777777778,0.07,0.6296296296296297,0.9,1.0,0.6,0.3333333333333333,7.536105098035424,0.9090909090909091,3.313695069563574,0.9090909090909091,1.7585902604180155,1.0,-2.404848019273374,0.8181818181818182,4.0,0.11,315.0,pr,4.0,25.0,25.0,high,64.0,6.0,"buy,sell",0.0,28700.671531914977
