,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,7428937.012234874,0.278353145437702,0.1388022298503395,0.751841207988307,0.84,34.63272472612405,68.31854931818555,191,126,317,0.72,1.0,0.24,0.2686567164179104,0.78,1.0,0.59,0.0686274509803921,0.0007888924764897,1.0,0.000320262632064,1.0,0.0016220588692426,1.0,0.0010668962343248,1.0,23,0.25,6126.0,pr,60,140,1,close,53,23,"buy,sell",0.0,7428937.012234874,True
