,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,36906565.9258984,0.5947371172721025,0.1371326345249397,0.94,0.81,15.577538284059784,71.31214667976008,90,82,172,0.81,0.13,0.94,0.8,23,18394.0,pr,60,1500,1,low,0.4,80,24,"buy,sell",0,36906565.9258984,False
