,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,signal,score_buy,score_sell,permit
0,0,30757.196873385827,0.6071555622293677,0.0943304843084356,0.82,0.3495710654810544,6.5,39.82,53,26,79,0.36,0.25,0.82,0.75,0.0007905611977749,0.0007122163213704,0.001713896847154,0.0013912956122895,pr,48,144,50,HLC/3,0.05,96,"buy,sell",0,30757.196873385827,True
