,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,diff_extereme_pr,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,1753.671104,0.405629903,0.136929361,0.69,0.68,26.27067574,74.98376196,129,128,257,0.68,0.16,0.69,0.57,7.456530917,1.682780906,11.74595806,5.765852094,23,pr,60,140,1,HL/2,0.44,80,21,"buy,sell",0,1753.671104,True
