,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,signal,score_buy,score_sell,permit
0,0,31879.732086438915,0.606366402176791,0.0607168428113181,0.76,0.4126729457730883,4.021507243514244,36.48,48,21,69,0.81,0.1915003449292497,0.82,0.76,0.0848958555856689,0.0248758766991774,0.1983195669794169,0.1120514597743815,pr,60,191,9,HLC/3,0.33,103,"buy,sell",0,31879.732086438915,False
