score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell
0.0,581509.1380333767,0.3892108877697191,0.22422721714246382,0.82,0.8,56.52863076954773,103.51825110338746,202.0,147.0,349.0,0.8,0.7,0.16,0.44166666666666665,0.82,1.0,0.46,1.0,1.5757477124040125,1.0,1.0828238080199144,1.0,3.2029394688965502,0.6666666666666666,1.9148377246199852,0.6666666666666666,6.0,0.46,41870.0,pr,23.0,195.0,4.0,OHLC/4,41.0,5.0,"buy,sell",0.0,24161.32141035188
