Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,354689.10140337824,0.24131662610630225,0.07927658733733309,0.6475887895939398,0.32,20.443084781048427,47.54755531470105,134,168,301,0.67,0.179104478,0.32,0.156716418,0.75,1,0.45,0.337662338,0.071063766,0.75,0.034616718,0.75,0.134942571,0.854166667,0.106407392,0.854166667,19,0.17,727,pr,60,140,1,HLC/3,80,21,sell,0.0,354689.10140337824,True
