,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,,,0,1123477.6927260037,0.3155726519416932,0.1026962209050884,0.997190663031197,0.8,24.73734987930286,51.06186585301305,89,190,285,0.63,0.2105263157894736,0.28,0.2556390977443609,1.0,1.0,0.96,1.0,0.0004536679230673,1.0,0.0003307631922111,1.0,0.0012979696639865,0.803921568627451,0.0009511889857217,0.803921568627451,33,0.13,2371.0,pr,60,140,3,low,60,33,"buy,sell",0.0,1123477.6927260037,True
