,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,10963178.619685853,0.4823343936220468,0.2631362684437737,0.999301826555725,0.9500000000000072,54.861215443510034,98.03285415001956,129,145,283,0.9,1.0,0.29,0.2689075630252101,1.12,1.0,0.85,1.0,0.0006918754386518,0.6557377049180327,0.0001099425634887,1.0,0.001228640869624,1.0,0.0004642086047343,0.9433962264150944,25,0.43,14108.000000000002,pr,65,140,23,low,53,25,"buy,sell",0,10963178.619685853,False
