,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,,,,,,,0,1506186.8611628872,0.2299917500961127,0.1008897807034826,0.68,0.88,30.542237221982894,63.05080281731415,195,180,96,0.55,0.2413793103448276,0.15,0.5862068965517241,0.86,1.0,0.67,0.1044776119402985,0.0009425005605898,0.9545454545454546,0.0005903349168911,0.9545454545454546,0.0013534248133376,1.0,0.0010615827316877,1.0,18,0.27,1287.0,pr,62,140,5,close,36,21,"buy,sell",0.0,1506186.8611628872,False
