,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,2248922.402,0.416622773,0.175350504,0.79,0.75,30.79983179,69.07805896,115,120,235,0.75,0.21,0.79,0.59,27,3264,pr,60,140,8,HLCC/4,0.2,80,26,"buy,sell",0,2248922.402,False
