,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,diff_extereme_pr,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,1397.163074,0.472531263,0.171989816,0.76,0.76,26.94441675,65.75450214,108,96,204,0.76,0.19,0.76,0.6,16.3715489,1.210760817,37.92360947,20.13069416,22,pr,121,478,4,close,0.35,80,23,"buy,sell",0,1397.163074,False
