,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,165870.28940950643,0.3465935424396735,0.1781831590700867,0.5540434321709279,0.87,15.07929051827532,28.16880199314168,67,48,114,0.77,1.0,0.19,0.2592592592592592,0.8,1.0,0.6,0.208955223880597,0.005037589768647,1.0,0.001551317554611,1.0,0.0091456630561313,0.45,0.0055853213670999,0.95,21,0.32,352.0,pr,62,1129,2,high,145,21,"buy,sell",0.0,165870.28940950643,False
