,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,,0,9406548.429921271,0.3727695493624873,0.1061215163606327,0.9452783360526288,0.82,21.181967689532943,59.754895345608766,90,146,225,0.55,0.3,0.1,0.5285714285714286,0.96,1.0,0.73,1.0,0.0005719971163799,1.0,6.390306506193775e-05,1.0,0.0009529379024086,0.5131578947368421,0.0003690796980607,1.0,55,0.48,13547.999999999998,pr,60,140,2,low,67,55,"buy,sell",0.0,9406548.429921271,True
